1000 2000 50
94 405 38070 1
425 626 266050 1
357 779 278103 1
162 168 27216 6
204 358 73032 1
155 316 48980 2
91 439 39949 1
224 382 85568 2
151 547 82597 3
358 692 247736 1
401 516 206916 1
216 501 108216 1
180 425 76500 1
191 182 34762 1
200 372 74400 1
148 267 39516 2
128 513 65664 1
181 390 70590 1
429 563 241527 1
243 600 145800 1
277 354 98058 1
178 325 57850 1
325 623 202475 1
177 302 53454 8
129 611 78819 1
275 334 91850 1
221 399 88179 1
141 377 53157 1
136 266 36176 2
240 676 162240 1
241 298 71818 1
138 469 64722 9
294 409 120246 1
370 404 149480 1
214 329 70406 1
167 448 74816 3
196 291 57036 1
289 348 100572 1
94 381 35814 1
227 664 150728 1
204 333 67932 2
228 685 156180 2
314 638 200332 2
156 267 41652 1
137 351 48087 1
159 282 44838 1
148 549 81252 2
187 267 49929 3
217 287 62279 1
135 399 53865 2
