500 1000 50
54 196 10584 2
63 254 16002 6
98 121 11858 2
85 222 18870 4
53 159 8427 2
81 323 26163 3
72 286 20592 4
62 201 12462 2
56 249 13944 4
58 205 11890 2
45 182 8190 2
57 180 10260 2
89 214 19046 1
59 238 14042 12
54 221 11934 2
56 91 5096 2
55 92 5060 1
92 171 15732 6
131 243 31833 2
128 141 18048 2
101 144 14544 2
120 248 29760 4
95 278 26410 12
76 182 13832 1
117 175 20475 5
71 125 8875 2
70 185 12950 4
121 302 36542 4
77 159 12243 2
90 217 19530 1
104 218 22672 1
111 148 16428 1
63 173 10899 18
154 171 26334 1
190 183 34770 1
171 236 40356 1
90 163 14670 2
108 215 23220 1
87 298 25926 2
47 180 8460 1
222 327 72594 1
156 385 60060 1
83 81 6723 6
118 169 19942 1
75 153 11475 2
46 254 11684 1
108 189 20412 2
67 295 19765 5
154 354 54516 1
207 260 53820 1
