1000 2000 50
371 586 217406 1
260 266 69160 5
130 496 64480 2
167 600 100200 4
143 610 87230 2
174 572 99528 4
135 574 77490 2
187 455 85085 2
164 358 58712 2
190 696 132240 2
213 307 65391 1
192 308 59136 1
184 314 57776 2
222 296 65712 1
311 336 104496 1
199 336 66864 6
259 297 76923 2
147 584 85848 8
298 356 106088 1
307 696 213672 2
302 654 197508 2
179 557 99703 2
325 398 129350 4
165 347 57255 4
265 630 166950 2
237 654 154998 2
175 286 50050 2
229 643 147247 4
111 712 79032 1
65 745 48425 1
143 340 48620 1
189 235 44415 1
86 295 25370 1
482 702 338364 1
190 315 59850 1
96 309 29664 1
159 306 48654 1
126 232 29232 1
142 234 33228 1
135 237 31995 1
194 462 89628 1
160 256 40960 1
136 542 73712 2
105 268 28140 2
159 196 31164 1
272 427 116144 2
134 424 56816 2
82 241 19762 1
136 542 73712 2
133 335 44555 1
