500 1000 50
108 151 16308 1
105 159 16695 2
120 151 18120 1
150 139 20850 1
102 151 15402 6
127 138 17526 2
71 317 22507 8
148 171 25308 1
147 357 52479 2
154 346 53284 2
95 252 23940 2
169 174 29406 4
83 169 14027 4
137 341 46717 2
98 308 30184 2
82 158 12956 2
121 294 35574 4
64 362 23168 1
32 366 11712 1
83 149 12367 1
97 134 12998 1
43 133 5719 1
227 347 78769 1
103 175 18025 1
51 170 8670 1
77 131 10087 1
68 109 7412 1
68 108 7344 1
68 101 6868 1
106 214 22684 1
75 121 9075 1
79 247 19513 2
49 123 6027 2
81 107 8667 1
139 245 34055 2
67 184 12328 2
39 129 5031 1
67 252 16884 2
70 166 11620 1
58 95 5510 2
56 265 14840 6
68 261 17748 2
67 159 10653 3
74 352 26048 1
94 321 30174 1
182 233 42406 1
132 392 51744 1
65 250 16250 1
72 369 26568 1
73 81 5913 1
