500 1000 150
41 72 2952 1
98 339 33222 1
41 323 13243 1
71 173 12283 6
64 110 7040 3
95 187 17765 1
56 222 12432 2
55 299 16445 2
41 183 7503 3
56 212 11872 2
74 266 19684 6
97 123 11931 2
85 226 19210 4
56 149 8344 2
74 345 25530 3
81 302 24462 4
54 209 11286 2
56 211 11816 4
57 209 11913 2
46 216 9936 2
58 159 9222 2
94 198 18612 1
50 212 10600 12
50 216 10800 2
63 89 5607 2
50 101 5050 1
91 174 15834 6
137 228 31236 2
108 134 14472 2
102 125 12750 2
106 251 26606 4
98 275 26950 12
78 188 14664 1
136 170 23120 5
71 133 9443 2
82 181 14842 4
125 287 35875 4
86 168 14448 2
95 219 20805 1
111 216 23976 1
132 157 20724 1
65 192 12480 18
156 199 31044 1
182 199 36218 1
184 242 44528 1
77 138 10626 2
115 183 21045 1
86 304 26144 2
47 198 9306 1
218 306 66708 1
146 400 58400 1
80 91 7280 6
115 160 18400 1
80 148 11840 2
45 261 11745 1
103 203 20909 2
65 287 18655 5
152 339 51528 1
215 267 57405 1
112 245 27440 1
95 200 19000 1
86 86 7396 1
100 171 17100 1
72 121 8712 2
73 282 20586 1
228 307 69996 1
115 332 38180 1
124 171 21204 1
90 138 12420 1
85 182 15470 8
72 302 21744 1
133 191 25403 1
111 195 21645 1
73 211 15403 1
66 122 8052 2
135 306 41310 1
119 142 16898 1
68 207 14076 9
135 219 29565 1
179 203 36337 1
104 152 15808 1
74 223 16502 3
83 158 13114 1
122 144 17568 1
50 179 8950 1
119 334 39746 1
106 175 18550 2
131 303 39693 2
149 361 53789 2
82 129 10578 1
66 210 13860 1
85 144 12240 1
72 274 19728 2
101 150 15150 3
99 140 13860 1
65 227 14755 2
61 207 12627 4
58 191 11078 8
64 138 8832 2
48 280 13440 6
65 238 15470 8
76 199 15124 3
82 168 13776 4
93 168 15624 2
69 152 10488 3
93 170 15810 2
90 159 14310 3
80 136 10880 2
79 312 24648 2
58 240 13920 2
110 202 22220 2
47 203 9541 2
65 193 12545 2
69 184 12696 4
66 213 14058 4
85 157 13345 3
84 148 12432 3
78 267 20826 2
79 264 20856 4
70 283 19810 2
72 256 18432 2
106 231 24486 2
62 207 12834 2
84 144 12096 2
71 126 8946 6
82 270 22140 4
98 270 26460 1
50 140 7000 2
169 278 46982 2
122 300 36600 1
79 155 12245 1
68 227 15436 6
114 202 23028 4
80 208 16640 8
78 196 15288 6
102 172 17544 1
88 125 11000 1
86 135 11610 2
77 98 7546 2
64 68 4352 2
82 151 12382 2
155 317 49135 2
96 139 13344 2
235 318 74730 2
95 284 26980 2
65 273 17745 2
62 264 16368 2
65 277 18005 2
65 267 17355 2
137 236 32332 1
