1000 2000 50
175 181 31675 1
117 441 51597 2
90 437 39330 2
129 519 66951 2
205 332 68060 1
168 391 65688 8
75 133 9975 1
227 704 159808 1
86 665 57190 1
147 358 52626 6
121 255 30855 3
200 378 75600 1
112 397 44464 2
125 581 72625 2
86 414 35604 1
124 373 46252 2
133 592 78736 6
221 225 49725 2
173 421 72833 4
99 333 32967 2
162 673 109026 3
161 567 91287 4
163 398 64874 6
105 422 44310 2
114 458 52212 2
110 402 44220 2
96 376 36096 2
105 344 36120 2
202 421 85042 1
103 469 48307 6
98 478 46844 6
103 469 48307 2
132 197 26004 2
118 191 22538 1
170 360 61200 6
159 246 39114 2
276 474 130824 2
212 276 58512 2
172 250 43000 2
212 480 101760 4
217 494 107198 8
149 424 63176 1
240 331 79440 5
164 231 37884 2
168 370 62160 4
238 599 142562 2
211 665 140315 2
159 318 50562 2
187 414 77418 1
210 441 92610 1
