500 1000 50
106 357 37842 2
143 309 44187 2
91 323 29393 1
91 317 28847 1
194 326 63244 1
187 326 60962 2
129 162 20898 3
132 355 46860 3
101 115 11615 2
143 342 48906 6
141 304 42864 2
175 342 59850 4
164 332 54448 2
173 339 58647 2
88 309 27192 2
151 358 54058 1
160 304 48640 1
129 338 43602 2
136 332 45152 2
143 339 48477 4
191 224 42784 2
120 294 35280 2
163 348 56724 3
103 186 19158 2
158 183 28914 2
132 398 52536 1
115 166 19090 6
123 210 25830 4
132 165 21780 6
193 194 37442 2
73 135 9855 16
201 352 70752 2
100 141 14100 2
76 294 22344 2
240 245 58800 2
211 215 45365 2
124 202 25048 2
168 344 57792 2
148 334 49432 3
86 92 7912 2
153 322 49266 2
125 335 41875 2
132 303 39996 2
164 331 54284 2
158 393 62094 4
90 138 12420 2
120 322 38640 2
178 309 55002 2
147 177 26019 2
165 310 51150 1
