1000 2000 100
153 286 43758 1
243 345 83835 2
141 525 74025 4
132 315 41580 2
127 168 21336 2
169 177 29913 1
221 308 68068 2
243 622 151146 4
158 239 37762 2
340 584 198560 2
142 572 81224 4
139 374 51986 1
165 626 103290 2
83 421 34943 2
151 505 76255 2
127 555 70485 2
160 381 60960 2
127 652 82804 6
151 638 96338 2
154 446 68684 2
199 422 83978 2
145 410 59450 4
136 378 51408 5
136 258 35088 2
165 240 39600 2
141 235 33135 4
110 359 39490 2
143 354 50622 1
192 300 57600 1
174 325 56550 4
163 662 107906 1
202 607 122614 2
182 559 101738 2
204 399 81396 1
181 360 65160 2
195 365 71175 1
96 121 11616 1
192 374 71808 1
255 349 88995 2
218 383 83494 2
145 403 58435 2
187 371 69377 1
157 401 62957 2
179 633 113307 2
158 351 55458 4
158 299 47242 2
201 359 72159 2
195 397 77415 2
181 521 94301 1
162 264 42768 2
226 263 59438 3
115 691 79465 4
144 367 52848 2
170 401 68170 2
127 412 52324 4
196 369 72324 1
174 342 59508 2
147 537 78939 4
119 379 45101 4
127 296 37592 4
72 170 12240 2
141 258 36378 2
88 326 28688 1
146 561 81906 2
214 546 116844 1
161 468 75348 1
238 620 147560 1
218 347 75646 1
259 333 86247 2
95 410 38950 2
156 203 31668 1
181 209 37829 1
138 253 34914 1
190 354 67260 2
254 511 129794 10
295 308 90860 1
628 699 438972 4
566 740 418840 4
643 768 493824 1
637 739 470743 3
263 726 190938 2
289 637 184093 2
174 594 103356 5
246 588 144648 4
176 370 65120 2
352 712 250624 2
273 476 129948 2
229 324 74196 2
230 694 159620 2
522 738 385236 3
348 672 233856 2
284 353 100252 2
332 622 206504 2
303 323 97869 2
374 615 230010 1
202 683 137966 2
262 252 66024 2
297 690 204930 4
167 234 39078 4
303 627 189981 4
