500 1000 50
68 101 6868 1
106 214 22684 1
75 121 9075 1
79 247 19513 2
49 123 6027 2
81 107 8667 1
139 245 34055 2
67 184 12328 2
39 129 5031 1
67 252 16884 2
70 166 11620 1
58 95 5510 2
56 265 14840 6
68 261 17748 2
67 159 10653 3
74 352 26048 1
94 321 30174 1
182 233 42406 1
132 392 51744 1
65 250 16250 1
72 369 26568 1
73 81 5913 1
90 197 17730 1
190 349 66310 1
161 313 50393 6
159 162 25758 2
141 181 25521 4
172 346 59512 7
132 156 20592 4
139 352 48928 6
124 315 39060 3
233 320 74560 3
179 184 32936 2
196 357 69972 8
111 311 34521 2
113 132 14916 6
146 357 52122 4
167 342 57114 2
146 319 46574 2
132 286 37752 1
117 177 20709 2
74 122 9028 2
209 348 72732 1
218 329 71722 1
186 342 63612 2
205 358 73390 2
233 342 79686 2
157 358 56206 3
147 324 47628 2
144 300 43200 2
