1000 2000 100
150 322 48300 4
271 637 172627 2
218 686 149548 2
177 337 59649 2
248 675 167400 4
110 663 72930 1
65 725 47125 1
171 306 52326 1
212 277 58724 1
92 281 25852 1
422 716 302152 1
176 315 55440 1
93 319 29667 1
174 303 52722 1
126 207 26082 1
140 212 29680 1
145 204 29580 1
231 424 97944 1
162 282 45684 1
133 542 72086 2
118 261 30798 2
164 204 33456 1
259 441 114219 2
141 368 51888 2
82 229 18778 1
139 569 79091 2
140 324 45360 1
119 197 23443 2
127 572 72644 6
135 512 69120 2
127 290 36830 3
140 692 96880 1
198 616 121968 1
351 479 168129 1
278 786 218508 1
140 552 77280 1
174 606 105444 1
137 161 22057 1
183 343 62769 1
408 725 295800 1
325 606 196950 6
293 350 102550 2
256 314 80384 4
306 707 216342 6
262 289 75718 4
290 607 176030 2
224 644 144256 3
441 666 293706 3
331 385 127435 2
360 682 245520 8
256 715 183040 2
217 311 67487 6
261 663 173043 4
331 620 205220 2
301 645 194145 2
294 553 162582 1
216 320 69120 1
148 241 35668 2
414 615 254610 1
446 631 281426 1
409 607 248263 2
371 718 266378 2
410 672 275520 2
284 646 183464 3
304 573 174192 2
310 636 197160 2
293 662 193966 2
444 673 298812 2
204 226 46104 2
266 645 171570 4
364 584 212576 4
263 616 162008 6
247 259 63973 2
324 603 195372 6
290 359 104110 2
229 345 79005 8
302 721 217742 2
192 682 130944 2
260 629 163540 2
412 589 242668 2
263 664 174632 2
300 652 195600 2
287 333 95571 2
318 647 205746 2
318 371 117978 2
224 325 72800 2
159 284 45156 2
190 382 72580 2
236 315 74340 2
383 606 232098 2
458 670 306860 2
487 752 366224 2
444 670 297480 2
430 628 270040 2
406 669 271614 2
247 692 170924 2
365 689 251485 2
284 677 192268 4
212 302 64024 2
281 727 204287 4
