ID,WIDTH,HEIGHT,GROUP
0,8,3,0
1,8,9,1
2,3,1,2
3,3,7,3
4,6,8,4
5,4,11,5
6,6,11,6
7,1,9,7
8,5,11,8
9,3,8,9
10,3,10,10
11,3,7,11
12,8,4,12
13,6,12,13
14,8,2,14
15,6,2,15
16,1,1,16
17,6,5,17
18,4,11,18
19,6,3,19
20,8,11,20
21,4,5,21
22,4,10,22
23,8,7,23
24,7,4,24
25,2,3,25
26,4,5,26
27,3,3,27
28,8,3,28
29,7,11,29
30,3,12,30
31,3,11,31
32,5,11,32
33,7,10,33
34,7,12,34
35,7,12,35
36,2,1,36
37,3,8,37
38,5,1,38
39,2,6,39
40,6,12,40
41,3,2,41
42,1,9,42
43,4,2,43
44,2,5,44
45,1,11,45
46,3,10,46
47,6,8,47
48,7,12,48
49,3,10,49
50,4,8,50
51,1,8,51
52,4,3,52
53,3,4,53
54,1,3,54
55,7,2,55
56,7,7,56
57,5,10,57
58,7,4,58
59,2,7,59
60,1,4,60
61,8,12,61
62,4,10,62
63,8,8,63
64,2,9,64
65,6,7,65
66,3,11,66
67,5,11,67
68,7,8,68
69,4,10,69
70,5,8,70
71,8,8,71
72,7,1,72
73,3,1,73
74,5,6,74
75,4,8,75
76,4,11,76
77,2,9,77
78,2,11,78
79,4,5,79
