ID,WIDTH,HEIGHT,GROUP
0,24,15,0
1,35,13,1
2,40,18,2
3,21,30,3
4,10,36,4
5,48,43,5
6,11,18,6
7,36,23,7
8,24,108,8
9,25,48,9
10,9,51,10
11,56,11,11
12,94,29,12
13,10,13,13
14,9,33,14
15,57,27,15
16,131,23,16
17,13,25,17
18,11,48,18
19,43,10,19
20,22,14,20
21,28,7,21
22,17,37,22
23,8,10,23
24,49,38,24
25,28,99,25
26,45,39,26
27,1,3,27
28,36,48,28
29,23,35,29
30,57,18,30
31,17,46,31
32,24,5,32
33,17,4,33
34,13,5,34
35,6,2,35
36,65,19,36
37,2,12,37
38,4,27,38
39,46,12,39
40,4,16,40
41,21,13,41
42,10,10,42
43,11,23,43
44,32,69,44
45,21,12,45
46,57,30,46
47,53,28,47
48,7,8,48
