ID,WIDTH,HEIGHT,GROUP
0,75,37,0
1,104,18,1
2,18,24,2
3,61,13,3
4,62,20,4
5,9,28,5
6,20,11,6
7,8,8,7
8,19,35,8
9,28,5,9
10,6,20,10
11,52,35,11
12,13,52,12
13,26,25,13
14,15,23,14
15,19,17,15
16,45,94,16
17,62,14,17
18,18,42,18
19,34,12,19
20,19,15,20
21,4,14,21
22,91,39,22
23,30,22,23
24,8,40,24
25,37,12,25
26,36,9,26
27,6,37,27
28,75,18,28
29,25,27,29
30,22,6,30
31,13,2,31
32,12,10,32
33,11,28,33
34,14,15,34
35,25,26,35
36,23,63,36
37,56,41,37
38,34,101,38
39,32,19,39
40,11,2,40
41,38,20,41
42,7,33,42
43,10,68,43
44,12,7,44
45,57,20,45
46,47,23,46
47,10,9,47
48,5,29,48
