ID,WIDTH,HEIGHT,GROUP
0,25,9,0
1,7,23,1
2,18,16,2
3,17,58,3
4,15,21,4
5,8,47,5
6,18,55,6
7,30,9,7
8,21,41,8
9,30,19,9
10,4,8,10
11,34,6,11
12,30,9,12
13,90,30,13
14,23,68,14
15,4,9,15
16,10,3,16
17,4,11,17
18,54,12,18
19,14,35,19
20,18,29,20
21,18,10,21
22,9,15,22
23,5,19,23
24,16,24,24
25,31,7,25
26,5,23,26
27,8,23,27
28,58,20,28
29,9,31,29
30,42,11,30
31,20,28,31
32,13,88,32
33,42,11,33
34,27,12,34
35,81,21,35
36,49,8,36
37,26,7,37
38,5,16,38
39,10,18,39
40,1,5,40
41,61,22,41
42,65,13,42
43,42,10,43
44,69,27,44
45,11,4,45
46,28,96,46
47,5,20,47
48,91,14,48
49,12,32,49
50,9,12,50
51,9,3,51
52,23,86,52
53,39,23,53
54,4,23,54
55,35,23,55
56,13,5,56
57,33,22,57
58,37,9,58
59,9,3,59
60,23,4,60
61,14,60,61
62,14,59,62
63,19,14,63
64,19,49,64
65,27,49,65
66,4,21,66
67,51,8,67
68,79,16,68
69,3,13,69
70,3,2,70
71,4,2,71
72,9,8,72
