ID,WIDTH,HEIGHT,GROUP
0,26,10,0
1,16,11,1
2,10,34,2
3,4,7,3
4,8,26,4
5,5,8,5
6,13,54,6
7,8,54,7
8,3,11,8
9,9,13,9
10,7,3,10
11,9,35,11
12,1,6,12
13,14,38,13
14,2,9,14
15,1,5,15
16,16,85,16
17,2,1,17
18,11,51,18
19,2,2,19
20,7,13,20
21,4,4,21
22,17,4,22
23,5,14,23
24,7,29,24
25,2,2,25
26,1,2,26
27,3,3,27
28,6,4,28
29,13,54,29
30,7,32,30
31,14,45,31
32,14,15,32
33,3,3,33
34,5,7,34
35,30,6,35
36,4,8,36
37,3,10,37
38,7,15,38
39,3,20,39
40,5,9,40
41,21,4,41
42,7,12,42
43,7,19,43
44,10,3,44
45,9,10,45
46,30,16,46
47,5,19,47
48,4,23,48
49,4,23,49
50,2,13,50
51,2,2,51
52,15,10,52
53,3,7,53
54,3,14,54
55,3,8,55
56,9,56,56
57,26,6,57
58,9,19,58
59,9,26,59
60,14,51,60
61,8,2,61
62,14,25,62
63,8,10,63
64,9,2,64
65,21,24,65
66,10,5,66
67,2,10,67
68,3,14,68
69,13,27,69
70,13,13,70
71,5,33,71
72,14,3,72
73,3,16,73
74,13,16,74
75,14,4,75
76,11,8,76
77,74,14,77
78,6,17,78
79,11,63,79
80,15,5,80
81,6,15,81
82,6,23,82
83,4,1,83
84,11,15,84
85,5,14,85
86,40,14,86
87,9,6,87
88,16,16,88
89,9,16,89
90,2,5,90
91,9,7,91
92,6,18,92
93,54,16,93
94,7,15,94
95,4,4,95
96,5,31,96
97,13,27,97
98,8,27,98
99,5,29,99
100,5,12,100
101,18,29,101
102,11,51,102
103,3,1,103
104,2,7,104
105,21,10,105
106,21,5,106
107,9,45,107
108,2,6,108
109,29,15,109
110,34,7,110
111,18,3,111
112,9,6,112
113,14,6,113
114,71,13,114
115,6,34,115
116,36,11,116
117,21,8,117
118,6,20,118
119,6,28,119
120,15,6,120
121,2,5,121
122,13,27,122
123,8,6,123
124,8,27,124
125,5,1,125
126,12,21,126
127,10,2,127
128,3,6,128
129,6,3,129
130,4,25,130
131,7,36,131
132,41,6,132
133,8,38,133
134,10,34,134
135,20,4,135
136,16,3,136
137,1,6,137
138,3,9,138
139,18,40,139
140,5,2,140
141,4,8,141
142,4,10,142
143,18,4,143
144,11,9,144
145,5,13,145
146,3,4,146
147,2,11,147
148,9,5,148
149,3,1,149
150,20,5,150
151,11,49,151
152,38,11,152
153,12,27,153
154,15,18,154
155,2,9,155
156,65,22,156
157,11,9,157
158,2,2,158
159,4,4,159
160,2,7,160
161,8,18,161
162,15,18,162
163,15,8,163
164,2,8,164
165,36,11,165
166,29,18,166
167,30,29,167
168,1,4,168
169,1,2,169
170,9,11,170
171,8,3,171
172,49,11,172
173,6,1,173
174,11,16,174
175,14,67,175
176,32,12,176
177,22,75,177
178,3,2,178
179,27,9,179
180,7,37,180
181,44,11,181
182,27,24,182
183,5,30,183
184,6,7,184
185,5,5,185
186,4,1,186
187,16,6,187
188,30,7,188
189,2,13,189
190,43,12,190
191,2,1,191
192,13,4,192
193,3,8,193
194,31,5,194
195,50,10,195
196,13,9,196
