ID,WIDTH,HEIGHT,GROUP
0,15,32,0
1,36,56,1
2,56,18,2
3,10,8,3
4,22,8,4
5,55,28,5
6,32,18,6
7,109,16,7
8,27,23,8
9,60,9,9
10,12,45,10
11,22,5,11
12,13,10,12
13,30,11,13
14,12,15,14
15,31,12,15
16,36,10,16
17,27,18,17
18,76,35,18
19,37,102,19
20,14,9,20
21,40,18,21
22,5,26,22
23,22,92,23
24,71,38,24
25,5,30,25
26,17,13,26
27,20,28,27
28,18,11,28
29,35,46,29
30,7,42,30
31,11,37,31
32,51,75,32
33,5,2,33
34,25,11,34
35,16,51,35
36,17,3,36
37,37,32,37
38,45,19,38
39,54,27,39
40,33,11,40
41,25,5,41
42,41,6,42
43,46,15,43
44,7,29,44
45,32,13,45
46,31,20,46
47,19,8,47
48,50,37,48
