ID,WIDTH,HEIGHT,GROUP
0,14,9,0
1,37,32,1
2,56,18,2
3,32,13,3
4,5,26,4
5,5,2,5
6,41,6,6
7,7,42,7
8,13,10,8
9,16,51,9
10,12,15,10
11,22,8,11
12,31,12,12
13,25,11,13
14,109,16,14
15,76,35,15
16,51,75,16
17,22,5,17
18,37,102,18
19,46,15,19
20,20,28,20
21,17,3,21
22,22,92,22
23,7,29,23
24,50,37,24
25,54,27,25
26,27,18,26
27,36,10,27
28,30,11,28
29,36,56,29
30,32,18,30
31,17,13,31
32,12,45,32
33,60,9,33
34,31,20,34
35,27,23,35
36,35,46,36
37,33,11,37
38,25,5,38
39,5,30,39
40,55,28,40
41,40,18,41
42,45,19,42
43,15,32,43
44,18,11,44
45,19,8,45
46,71,38,46
47,10,8,47
48,11,37,48
