ID,WIDTH,HEIGHT,GROUP
0,6,11,0
1,20,37,1
2,23,19,2
3,15,92,3
4,3,8,4
5,21,61,5
6,41,27,6
7,30,115,7
8,78,35,8
9,14,97,9
10,12,33,10
11,10,38,11
12,24,10,12
13,78,15,13
14,110,32,14
15,18,13,15
16,22,47,16
17,12,13,17
18,67,16,18
19,16,53,19
20,18,5,20
21,5,30,21
22,16,9,22
23,22,37,23
24,38,48,24
25,27,14,25
26,10,13,26
27,5,9,27
28,19,6,28
29,44,7,29
30,37,76,30
31,21,6,31
32,8,54,32
33,13,41,33
34,39,24,34
35,62,17,35
36,3,6,36
37,22,58,37
38,28,43,38
39,6,6,39
40,20,91,40
41,20,15,41
42,64,19,42
43,15,22,43
44,62,18,44
45,7,22,45
46,3,15,46
47,72,12,47
48,4,27,48
