ID,WIDTH,HEIGHT,GROUP
0,21,17,0
1,10,66,1
2,62,10,2
3,10,17,3
4,11,10,4
5,18,9,5
6,5,3,6
7,10,18,7
8,29,8,8
9,11,8,9
10,13,28,10
11,9,13,11
12,12,6,12
13,9,4,13
14,6,7,14
15,10,11,15
16,13,7,16
17,4,24,17
18,60,11,18
19,2,4,19
20,5,27,20
21,30,14,21
22,9,6,22
23,5,9,23
24,29,8,24
25,10,15,25
26,4,21,26
27,10,26,27
28,4,3,28
29,12,2,29
30,10,53,30
31,27,19,31
32,4,27,32
33,4,5,33
34,6,6,34
35,11,20,35
36,9,31,36
37,9,9,37
38,16,24,38
39,9,13,39
40,33,5,40
41,9,5,41
42,3,5,42
43,29,14,43
44,9,5,44
45,10,3,45
46,7,6,46
47,14,12,47
48,21,8,48
49,9,19,49
50,11,28,50
51,4,6,51
52,9,37,52
53,7,38,53
54,11,8,54
55,5,8,55
56,19,12,56
57,30,18,57
58,8,15,58
59,21,8,59
60,10,10,60
61,7,14,61
62,8,24,62
63,24,13,63
64,5,28,64
65,12,3,65
66,9,15,66
67,24,19,67
68,5,5,68
69,4,28,69
70,8,21,70
71,6,11,71
72,14,9,72
73,13,7,73
74,7,15,74
75,12,2,75
76,3,10,76
77,9,9,77
78,6,8,78
79,11,27,79
80,6,31,80
81,75,17,81
82,3,14,82
83,9,15,83
84,11,4,84
85,9,44,85
86,12,38,86
87,3,20,87
88,9,9,88
89,7,12,89
90,17,9,90
91,3,21,91
92,19,3,92
93,9,34,93
94,10,19,94
95,15,71,95
96,9,26,96
97,6,8,97
98,18,11,98
99,7,4,99
100,5,2,100
101,33,14,101
102,9,11,102
103,13,53,103
104,14,16,104
105,10,31,105
106,6,10,106
107,8,13,107
108,59,17,108
109,12,15,109
110,15,69,110
111,2,6,111
112,24,10,112
113,9,21,113
114,10,21,114
115,12,12,115
116,62,13,116
117,15,4,117
118,2,3,118
119,2,4,119
120,9,9,120
121,12,9,121
122,4,15,122
123,25,6,123
124,15,13,124
125,58,10,125
126,9,35,126
127,6,19,127
128,5,27,128
129,9,4,129
130,17,3,130
131,18,9,131
132,20,14,132
133,28,13,133
134,17,8,134
135,33,8,135
136,2,12,136
137,7,19,137
138,9,9,138
139,12,17,139
140,15,58,140
141,7,15,141
142,15,9,142
143,15,21,143
144,4,14,144
145,17,7,145
146,16,4,146
147,11,3,147
148,9,3,148
149,21,36,149
150,60,9,150
151,5,8,151
152,10,3,152
153,11,21,153
154,11,8,154
155,16,15,155
156,16,17,156
157,11,17,157
158,4,7,158
159,28,5,159
160,9,14,160
161,11,9,161
162,41,10,162
163,29,9,163
164,14,5,164
165,5,17,165
166,3,11,166
167,9,58,167
168,17,10,168
169,18,51,169
170,15,4,170
171,37,7,171
172,2,13,172
173,6,28,173
174,9,13,174
175,8,8,175
176,24,10,176
177,9,3,177
178,16,4,178
179,6,26,179
180,15,11,180
181,29,13,181
182,5,24,182
183,50,8,183
184,7,7,184
185,11,9,185
186,8,15,186
187,25,8,187
188,5,4,188
189,7,12,189
190,15,4,190
191,4,6,191
192,11,20,192
193,14,11,193
194,26,37,194
195,10,10,195
196,11,3,196
197,19,17,197
198,4,2,198
