ID,WIDTH,HEIGHT,GROUP
0,1,3,0
1,8,25,1
2,9,31,2
3,15,4,3
4,28,7,4
5,6,21,5
6,27,8,6
7,4,13,7
8,4,2,8
9,22,38,9
10,30,10,10
11,7,10,11
12,7,26,12
13,5,30,13
14,18,41,14
15,7,5,15
16,29,32,16
17,4,14,17
18,3,19,18
19,35,11,19
20,47,19,20
21,32,27,21
22,24,10,22
23,13,3,23
24,23,10,24
25,2,9,25
26,8,4,26
27,7,12,27
28,20,40,28
29,10,45,29
30,26,8,30
31,9,11,31
32,5,13,32
33,8,6,33
34,5,9,34
35,9,8,35
36,16,9,36
37,13,12,37
38,29,8,38
39,3,14,39
40,6,21,40
41,14,5,41
42,13,18,42
43,117,20,43
44,9,7,44
45,20,18,45
46,31,11,46
47,18,50,47
48,14,40,48
49,23,70,49
50,19,24,50
51,22,5,51
52,26,17,52
53,18,25,53
54,8,21,54
55,20,14,55
56,23,59,56
57,16,18,57
58,24,25,58
59,7,11,59
60,25,57,60
61,5,16,61
62,37,7,62
63,41,41,63
64,49,8,64
65,2,7,65
66,6,6,66
67,7,25,67
68,25,9,68
69,40,7,69
70,7,46,70
71,6,14,71
72,23,70,72
73,12,59,73
74,6,5,74
75,36,7,75
76,7,14,76
77,28,73,77
78,2,12,78
79,6,12,79
80,20,13,80
81,15,6,81
82,20,6,82
83,59,22,83
84,65,29,84
85,4,23,85
86,24,20,86
87,14,86,87
88,62,22,88
89,11,18,89
90,37,8,90
91,4,1,91
92,4,3,92
93,69,18,93
94,4,14,94
95,7,5,95
96,19,57,96
