ID,WIDTH,HEIGHT,GROUP
0,24,39,0
1,9,17,1
2,8,17,2
3,14,6,3
4,41,10,4
5,7,30,5
6,33,36,6
7,26,45,7
8,20,16,8
9,12,60,9
10,6,18,10
11,19,68,11
12,1,3,12
13,2,9,13
14,22,11,14
15,16,6,15
16,55,16,16
17,5,10,17
18,11,14,18
19,29,18,19
20,5,11,20
21,10,56,21
22,35,6,22
23,30,12,23
24,4,8,24
25,79,28,25
26,27,5,26
27,13,6,27
28,10,33,28
29,21,36,29
30,44,11,30
31,9,21,31
32,55,50,32
33,63,15,33
34,123,19,34
35,48,27,35
36,4,26,36
37,32,12,37
38,53,12,38
39,9,26,39
40,36,21,40
41,8,31,41
42,70,29,42
43,17,6,43
44,16,13,44
45,6,39,45
46,50,15,46
47,22,9,47
48,18,70,48
49,11,2,49
50,10,10,50
51,7,25,51
52,12,19,52
53,89,17,53
54,13,46,54
55,1,6,55
56,14,18,56
57,9,37,57
58,35,9,58
59,36,31,59
60,44,9,60
61,40,12,61
62,17,28,62
63,3,7,63
64,17,101,64
65,9,3,65
66,80,17,66
67,41,7,67
68,22,7,68
69,34,10,69
70,5,30,70
71,21,17,71
72,22,46,72
