        50       100       100
       680        40        17         1
      1638        39        42         1
      1000        25        40         1
       624        39        16         1
       630        42        15         1
      1116        31        36         1
      2064        48        43         1
       615        15        41         1
      1776        37        48         1
      1008        21        48         1
      1560        39        40         1
      1269        27        47         1
       940        47        20         1
       999        27        37         1
       720        45        16         1
       920        20        46         1
       805        23        35         1
       504        18        28         1
       342        18        19         1
       308        28        11         1
       190        10        19         1
      2254        49        46         1
      1848        44        42         1
       460        10        46         1
       832        26        32         1
      1215        45        27         1
       924        44        21         1
      1218        42        29         1
       180        10        18         1
      1575        35        45         1
      1482        38        39         1
       348        12        29         1
      1960        49        40         1
      1102        38        29         1
      1372        28        49         1
      1440        45        32         1
       875        25        35         1
       308        11        28         1
      1680        40        42         1
       945        21        45         1
       408        34        12         1
       680        34        20         1
       697        41        17         1
       504        21        24         1
       255        17        15         1
       714        42        17         1
      1470        42        35         1
       759        33        23         1
      1702        37        46         1
      1722        41        42         1
