        50       100       100
      1536        32        48         1
      1100        44        25         1
       640        16        40         1
       480        40        12         1
       308        14        22         1
      1840        46        40         1
      1296        48        27         1
       684        18        38         1
      1404        39        36         1
       760        19        40         1
       408        12        34         1
       306        17        18         1
       528        11        48         1
       705        15        47         1
       221        17        13         1
       517        11        47         1
       260        26        10         1
       748        22        34         1
      1125        25        45         1
      1081        23        47         1
       420        20        21         1
       444        37        12         1
      1012        22        46         1
      1880        47        40         1
      1840        46        40         1
      1222        47        26         1
       630        21        30         1
       720        18        40         1
      1170        26        45         1
       176        16        11         1
       520        26        20         1
       384        32        12         1
       528        16        33         1
      1148        41        28         1
       570        15        38         1
       250        25        10         1
       441        21        21         1
      2025        45        45         1
       846        47        18         1
       437        23        19         1
       540        45        12         1
      1035        45        23         1
      1794        39        46         1
       819        39        21         1
       473        11        43         1
       400        25        16         1
      1598        47        34         1
      1014        26        39         1
      1254        38        33         1
       696        29        24         1
