ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1140,30,38,4
1,480,10,48,3
2,380,19,20,1
3,1312,32,41,1
4,1330,38,35,1
5,450,25,18,4
6,1519,49,31,4
7,616,28,22,2
8,2016,42,48,1
9,410,10,41,1
10,1288,46,28,1
11,1092,42,26,1
12,440,10,44,3
13,1078,49,22,3
14,220,20,11,2
15,999,37,27,3
16,1519,49,31,2
17,748,44,17,1
18,736,46,16,2
19,780,20,39,4
20,874,23,38,2
21,1116,31,36,3
22,391,23,17,1
23,660,33,20,2
24,600,40,15,2
25,1056,44,24,1
26,1452,33,44,3
27,420,28,15,1
28,1176,42,28,2
29,410,41,10,1
30,1287,39,33,1
31,1672,44,38,1
32,1000,25,40,4
33,966,42,23,2
34,432,18,24,2
35,564,47,12,3
36,1232,44,28,3
37,966,23,42,2
38,528,11,48,1
39,990,45,22,1
