ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1804,44,41,4
1,432,24,18,3
2,170,10,17,1
3,816,24,34,1
4,798,19,42,2
5,936,24,39,2
6,600,15,40,2
7,931,19,49,2
8,792,33,24,4
9,1036,37,28,1
10,608,19,32,1
11,410,41,10,1
12,1632,34,48,2
13,1215,45,27,2
14,1152,24,48,1
15,675,27,25,2
16,891,33,27,1
17,416,26,16,1
18,1755,45,39,4
19,256,16,16,1
20,690,30,23,2
21,286,13,22,4
22,748,17,44,3
23,110,10,11,3
24,1363,47,29,3
25,1064,28,38,1
26,1150,46,25,2
27,440,20,22,2
28,609,29,21,2
29,200,20,10,3
30,1504,32,47,3
31,546,42,13,1
32,496,16,31,3
33,814,22,37,4
34,1248,26,48,1
35,1932,46,42,4
36,459,27,17,1
37,882,18,49,3
38,987,47,21,4
39,352,16,22,2
