ID,PROFIT,WIDTH,HEIGHT,COPIES
0,242,11,22,4
1,1886,46,41,1
2,319,11,29,4
3,1296,27,48,2
4,276,23,12,3
5,1134,27,42,3
6,592,37,16,4
7,396,12,33,3
8,350,10,35,3
9,364,14,26,2
10,406,29,14,4
11,528,24,22,4
12,465,15,31,4
13,460,23,20,1
14,480,10,48,3
15,275,25,11,4
16,990,30,33,2
17,432,27,16,1
18,517,11,47,4
19,775,31,25,1
20,444,12,37,4
21,1599,39,41,1
22,1296,48,27,1
23,455,35,13,3
24,903,21,43,1
25,403,31,13,1
26,238,14,17,2
27,341,11,31,1
28,2303,49,47,2
29,504,12,42,2
30,775,25,31,4
31,1840,46,40,3
32,378,14,27,4
33,1092,42,26,2
34,2107,49,43,4
35,480,24,20,3
36,836,19,44,1
37,1102,29,38,4
38,494,19,26,4
39,406,29,14,2
