ID,PROFIT,WIDTH,HEIGHT,COPIES
0,960,30,32,4
1,1504,47,32,2
2,1476,41,36,4
3,1050,42,25,4
4,513,27,19,2
5,1188,36,33,4
6,1634,38,43,4
7,1189,41,29,1
8,1200,30,40,1
9,672,32,21,2
10,1845,41,45,4
11,432,18,24,2
12,875,25,35,4
13,364,14,26,1
14,1598,47,34,2
15,1190,34,35,4
16,925,37,25,4
17,800,20,40,3
18,360,12,30,3
19,896,32,28,2
20,348,29,12,1
21,275,25,11,4
22,384,16,24,4
23,740,37,20,2
24,987,21,47,1
25,882,42,21,1
26,297,11,27,4
27,380,38,10,2
28,736,23,32,3
29,1665,37,45,2
30,1610,35,46,4
31,627,19,33,2
32,774,18,43,4
33,1702,46,37,3
34,1363,47,29,4
35,704,16,44,3
36,300,15,20,2
37,435,15,29,4
38,437,19,23,1
39,260,13,20,2
