ID,PROFIT,WIDTH,HEIGHT,COPIES
0,2025,45,45,2
1,544,16,34,1
2,341,11,31,1
3,555,15,37,3
4,672,42,16,1
5,399,21,19,1
6,805,35,23,1
7,952,28,34,3
8,1104,48,23,1
9,378,27,14,4
10,990,30,33,2
11,564,12,47,2
12,792,22,36,2
13,1305,45,29,4
14,931,19,49,3
15,468,18,26,2
16,330,10,33,1
17,1232,28,44,4
18,760,20,38,3
19,1656,46,36,4
20,240,10,24,4
21,765,45,17,1
22,1596,38,42,1
23,1540,44,35,3
24,1225,25,49,3
25,882,49,18,2
26,1144,44,26,3
27,176,11,16,1
28,592,16,37,2
29,1064,38,28,3
30,945,45,21,2
31,798,38,21,3
32,966,42,23,3
33,525,21,25,3
34,630,30,21,2
35,1666,34,49,2
36,432,24,18,3
37,364,14,26,2
38,903,43,21,3
39,1152,32,36,3
