ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1064,38,28,1
1,551,19,29,1
2,528,24,22,2
3,408,17,24,2
4,840,24,35,4
5,340,20,17,1
6,312,26,12,2
7,1680,40,42,4
8,720,40,18,3
9,1292,34,38,2
10,273,21,13,1
11,1305,29,45,1
12,589,19,31,1
13,272,16,17,1
14,308,11,28,1
15,1457,47,31,3
16,286,22,13,2
17,1190,35,34,2
18,154,11,14,4
19,154,11,14,2
20,2254,49,46,2
21,943,23,41,2
22,1248,39,32,4
23,672,21,32,4
24,748,34,22,1
25,1935,45,43,2
26,375,15,25,4
27,759,33,23,2
28,966,42,23,1
29,608,38,16,4
30,378,27,14,2
31,1748,46,38,1
32,1739,37,47,3
33,759,23,33,1
34,900,36,25,2
35,1584,44,36,3
36,798,38,21,2
37,684,19,36,3
38,630,14,45,2
39,180,12,15,2
