ID,PROFIT,WIDTH,HEIGHT,COPIES
0,121,11,11,2
1,986,34,29,1
2,817,19,43,1
3,735,21,35,3
4,414,18,23,4
5,650,25,26,1
6,576,48,12,2
7,828,18,46,3
8,204,17,12,3
9,325,25,13,2
10,500,20,25,2
11,682,31,22,2
12,2160,45,48,2
13,658,47,14,4
14,1360,40,34,2
15,440,22,20,2
16,1512,36,42,3
17,924,21,44,1
18,130,13,10,1
19,1224,36,34,2
20,816,24,34,4
21,1200,30,40,1
22,1296,36,36,2
23,2254,46,49,1
24,1032,43,24,3
25,792,33,24,2
26,864,27,32,3
27,1848,44,42,2
28,1845,41,45,1
29,2070,45,46,2
30,1584,33,48,1
31,1482,39,38,4
32,615,15,41,4
33,966,46,21,3
34,195,13,15,2
35,940,47,20,2
36,432,16,27,3
37,480,24,20,2
38,144,12,12,2
39,320,16,20,2
