ID,PROFIT,WIDTH,HEIGHT,COPIES
0,675,25,27,1
1,2303,49,47,3
2,960,30,32,3
3,448,32,14,4
4,1443,39,37,2
5,690,23,30,3
6,208,16,13,1
7,528,12,44,2
8,702,27,26,1
9,1680,48,35,3
10,1131,29,39,2
11,2115,47,45,1
12,495,11,45,2
13,1710,45,38,4
14,676,26,26,2
15,340,10,34,3
16,486,18,27,2
17,576,18,32,3
18,585,45,13,3
19,504,28,18,4
20,1419,33,43,1
21,546,21,26,4
22,1408,44,32,1
23,704,32,22,4
24,805,23,35,4
25,725,25,29,4
26,760,20,38,4
27,264,22,12,4
28,2256,47,48,3
29,414,18,23,4
30,924,28,33,2
31,864,36,24,1
32,780,26,30,4
33,456,38,12,2
34,1050,30,35,1
35,564,12,47,4
36,504,21,24,3
37,552,24,23,4
38,518,37,14,2
39,2160,45,48,2
