ID,PROFIT,WIDTH,HEIGHT,COPIES
0,517,11,47,1
1,840,40,21,3
2,1886,41,46,1
3,713,31,23,3
4,400,20,20,4
5,510,15,34,1
6,1400,35,40,4
7,595,35,17,3
8,1710,38,45,2
9,1764,36,49,4
10,1794,46,39,3
11,806,26,31,2
12,1715,35,49,2
13,1216,38,32,3
14,325,13,25,1
15,1360,40,34,2
16,1102,38,29,4
17,450,30,15,1
18,780,20,39,2
19,1287,39,33,1
20,1170,39,30,3
21,378,27,14,1
22,620,31,20,3
23,180,10,18,4
24,860,43,20,2
25,420,28,15,2
26,1408,32,44,4
27,1681,41,41,1
28,752,47,16,3
29,768,24,32,1
30,442,34,13,1
31,360,18,20,2
32,722,19,38,3
33,440,20,22,4
34,1102,38,29,4
35,1092,28,39,1
36,494,13,38,3
37,572,44,13,1
38,1440,48,30,3
39,375,25,15,4
