ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1050,25,42,4
1,558,31,18,1
2,644,14,46,3
3,348,12,29,3
4,1372,49,28,1
5,504,42,12,2
6,608,19,32,3
7,1344,48,28,4
8,570,19,30,3
9,350,14,25,1
10,546,21,26,4
11,1269,27,47,3
12,559,13,43,2
13,1880,40,47,1
14,600,25,24,1
15,260,20,13,1
16,650,26,25,2
17,1326,39,34,3
18,690,30,23,4
19,1032,43,24,1
20,810,30,27,2
21,375,25,15,3
22,1520,38,40,1
23,1155,33,35,1
24,253,11,23,3
25,1064,38,28,4
26,1230,30,41,2
27,1040,40,26,4
28,512,16,32,4
29,1240,40,31,4
30,1518,33,46,2
31,1665,45,37,4
32,1722,42,41,3
33,703,37,19,1
34,836,38,22,1
35,1104,46,24,2
36,616,44,14,2
37,1008,42,24,2
38,1110,37,30,2
39,480,15,32,3
