ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1056,24,44,2
1,945,21,45,4
2,496,31,16,3
3,629,17,37,4
4,748,22,34,1
5,660,30,22,1
6,1036,28,37,3
7,874,19,46,1
8,2009,41,49,1
9,1890,42,45,4
10,1360,40,34,3
11,828,18,46,4
12,728,26,28,2
13,780,26,30,3
14,156,13,12,1
15,320,10,32,4
16,1485,33,45,2
17,1258,37,34,1
18,756,18,42,1
19,396,11,36,3
20,294,21,14,4
21,533,13,41,3
22,224,14,16,2
23,1189,41,29,2
24,1188,27,44,2
25,1080,36,30,2
26,924,33,28,3
27,1485,33,45,3
28,1225,49,25,1
29,1156,34,34,4
30,169,13,13,4
31,930,30,31,3
32,528,24,22,4
33,270,27,10,2
34,143,13,11,1
35,385,11,35,2
36,400,10,40,4
37,414,23,18,2
38,190,19,10,4
39,1677,43,39,1
