ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1056,32,33,4
1,372,12,31,2
2,360,30,12,1
3,2156,49,44,1
4,460,10,46,2
5,440,10,44,2
6,1160,29,40,2
7,646,17,38,4
8,1764,36,49,3
9,442,13,34,4
10,495,45,11,4
11,460,10,46,3
12,1280,32,40,2
13,527,31,17,2
14,370,10,37,3
15,495,15,33,3
16,348,29,12,1
17,1911,39,49,3
18,450,30,15,4
19,609,21,29,3
20,1680,48,35,2
21,1680,42,40,2
22,1088,32,34,3
23,420,12,35,3
24,621,27,23,4
25,1617,33,49,4
26,1720,40,43,3
27,874,46,19,1
28,200,20,10,1
29,360,12,30,3
30,407,11,37,4
31,380,20,19,4
32,736,32,23,3
33,900,25,36,2
34,396,22,18,1
35,714,17,42,2
36,342,18,19,4
37,483,21,23,3
38,1833,47,39,2
39,612,18,34,2
