ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1656,36,46,3
1,725,25,29,3
2,323,19,17,2
3,1008,28,36,4
4,1599,39,41,1
5,1050,35,30,3
6,1085,35,31,1
7,324,27,12,3
8,1188,44,27,2
9,462,22,21,2
10,936,24,39,2
11,384,32,12,2
12,798,21,38,3
13,264,22,12,2
14,336,16,21,4
15,1188,36,33,4
16,1813,49,37,3
17,882,21,42,1
18,792,24,33,2
19,414,23,18,3
20,518,14,37,4
21,256,16,16,1
22,2303,49,47,4
23,345,15,23,1
24,304,16,19,1
25,224,14,16,2
26,1120,40,28,2
27,224,16,14,4
28,240,12,20,2
29,552,24,23,1
30,663,39,17,1
31,1240,40,31,2
32,506,11,46,4
33,518,37,14,1
34,1372,49,28,3
35,1092,26,42,3
36,1584,33,48,1
37,391,23,17,1
38,1640,40,41,1
39,264,24,11,4
