ID,WIDTH,HEIGHT
0,40,37
1,34,8
2,36,33
3,29,23
4,24,24
5,19,2
6,33,4
7,26,21
8,26,20
9,29,29
10,18,16
11,15,13
12,26,11
13,37,15
14,26,11
15,15,14
16,24,13
17,31,3
18,30,9
19,27,16
20,9,5
21,20,15
22,35,2
23,30,28
24,37,24
25,39,21
26,28,12
27,31,28
28,31,3
29,29,9
30,33,15
31,37,12
32,33,25
33,27,15
34,9,1
35,37,35
36,19,17
37,40,29
38,15,2
39,28,8
40,35,10
41,28,25
42,33,3
43,6,3
44,32,2
45,36,10
46,37,19
47,39,29
48,37,14
49,32,31
50,39,10
51,9,5
52,34,12
53,38,25
54,31,8
55,15,6
56,40,11
57,23,19
58,38,23
59,17,10
