ID,WIDTH,HEIGHT
0,36,21
1,24,15
2,40,26
3,23,18
4,37,20
5,38,34
6,26,25
7,23,14
8,35,34
9,29,24
10,28,7
11,17,14
12,34,30
13,28,1
14,27,21
15,28,19
16,35,20
17,37,32
18,17,2
19,26,15
20,3,3
21,36,9
22,40,11
23,38,32
24,26,8
25,38,26
26,31,21
27,18,1
28,38,13
29,13,12
30,29,25
31,28,8
32,32,21
33,28,24
34,21,2
35,28,16
36,33,20
37,27,27
38,10,4
39,26,1
40,32,32
41,37,5
42,7,7
43,26,22
44,39,4
45,21,16
46,31,31
47,37,4
48,24,12
49,11,6
50,25,19
51,31,13
52,27,1
53,39,5
54,14,6
55,37,7
56,15,12
57,26,17
58,18,11
59,18,15
