        30       100       100
      1296        36        36         4
       744        31        24         2
       810        27        30         3
       986        29        34         2
      1215        27        45         1
      1189        29        41         4
       704        44        16         3
      1075        43        25         2
       760        19        40         2
       230        23        10         2
      1755        39        45         1
       580        29        20         2
       893        19        47         1
       903        21        43         2
      1333        43        31         1
       220        10        22         4
      1617        49        33         4
       208        13        16         2
       570        30        19         2
       943        41        23         3
      1600        40        40         1
      1287        39        33         4
      1036        28        37         3
      1720        43        40         3
       516        12        43         2
      1092        26        42         1
      1485        45        33         1
       874        38        23         1
      1485        45        33         1
      1085        35        31         4
