        30       100       100
       637        13        49         4
       672        16        42         1
       990        33        30         4
       507        13        39         2
      1408        44        32         4
      1800        45        40         3
       540        12        45         3
      1599        39        41         2
       160        16        10         2
       928        29        32         1
      1376        32        43         3
      1215        27        45         2
       297        11        27         2
       238        14        17         4
       304        19        16         3
       846        47        18         1
       374        11        34         4
      2107        49        43         1
      1584        48        33         4
       920        23        40         3
       667        23        29         1
       731        43        17         1
       540        18        30         1
       780        20        39         3
       602        43        14         3
      1840        46        40         3
       903        43        21         1
       640        16        40         3
       574        41        14         1
       660        44        15         2
