ID,WIDTH,HEIGHT,GROUP
0,233,177,0
1,299,179,0
2,313,304,0
3,182,216,1
4,213,127,1
5,264,344,1
6,321,154,1
7,165,370,1
8,208,293,1
9,210,281,2
10,245,137,2
11,198,182,2
12,362,162,2
13,325,225,2
14,261,175,3
15,270,128,3
16,344,168,3
17,261,204,4
18,210,163,4
19,155,295,5
20,278,219,5
21,237,322,5
22,281,308,5
23,146,178,5
24,315,212,6
25,159,314,6
26,296,127,6
27,263,302,6
28,226,250,6
29,137,328,6
30,184,155,6
31,346,347,6
32,262,228,6
33,277,242,7
34,147,134,7
35,200,174,7
36,131,144,7
37,243,256,8
38,260,349,8
39,237,179,8
40,187,270,8
41,213,135,8
42,155,344,8
43,254,164,8
44,217,147,9
45,222,199,9
46,362,374,9
47,360,225,9
48,284,284,9
49,332,238,9
