ID,WIDTH,HEIGHT,GROUP
0,74,88,0
1,179,175,0
2,124,138,0
3,158,184,0
4,141,144,0
5,87,178,1
6,152,121,1
7,150,68,1
8,63,171,1
9,140,70,1
10,145,141,1
11,118,111,2
12,132,67,2
13,109,128,3
14,77,121,3
15,97,69,3
16,147,92,3
17,150,164,3
18,136,147,3
19,164,84,3
20,84,73,4
21,159,122,4
22,107,110,4
23,92,86,4
24,108,177,4
25,84,68,4
26,103,139,5
27,97,125,5
28,95,103,5
29,97,85,5
30,151,62,5
31,82,62,6
32,69,66,7
33,86,165,7
34,97,106,7
35,117,173,7
36,103,92,7
37,98,156,7
38,139,174,8
39,105,141,8
40,122,183,8
41,155,127,8
42,134,123,8
43,178,158,8
44,99,166,9
45,83,71,9
46,162,163,9
47,64,101,9
48,111,160,9
49,131,127,9
