ID,WIDTH,HEIGHT,GROUP
0,434,622,0
1,668,506,0
2,542,400,0
3,321,520,0
4,543,290,0
5,599,269,0
6,746,596,0
7,273,526,0
8,446,433,1
9,382,323,1
10,264,594,2
11,644,465,2
12,716,640,2
13,734,616,2
14,537,355,2
15,459,528,3
16,277,426,3
17,497,696,3
18,625,568,3
19,268,352,4
20,417,300,4
21,290,605,4
22,467,679,4
23,614,585,4
24,572,665,5
25,254,685,5
26,546,590,5
27,729,723,5
28,349,566,6
29,745,422,6
30,486,320,6
31,728,359,6
32,483,532,6
33,634,596,6
34,479,606,6
35,604,519,6
36,439,281,6
37,482,640,7
38,276,660,7
39,405,635,7
40,392,491,7
41,583,421,7
42,465,590,7
43,426,579,8
44,324,512,8
45,678,414,8
46,446,327,8
47,554,549,9
48,656,278,9
49,339,405,9
