ID,WIDTH,HEIGHT,PROFIT,COPIES
0,75,204,4896,7
1,127,143,5994,2
2,24,191,3163,5
3,65,171,4224,4
4,139,168,16347,6
5,29,40,418,2
6,40,119,1238,1
7,86,169,10320,9
8,24,80,1325,2
9,107,101,5404,2
10,92,114,3671,5
11,123,76,2524,8
12,23,57,446,2
13,112,194,13037,5
14,44,79,939,1
15,95,46,2448,4
16,67,109,4236,7
17,114,87,3670,2
18,103,89,3759,2
19,66,50,1881,9
20,113,159,10242,9
21,157,184,20511,4
22,31,57,919,3
23,46,78,2333,1
24,84,68,2742,6
25,58,116,3028,7
26,118,112,7005,7
27,80,169,3380,3
28,108,197,7022,6
29,79,197,3891,2
30,101,86,3127,8
31,52,65,947,5
32,29,166,1348,7
33,146,189,9934,4
34,131,74,2424,2
35,63,138,3565,3
36,75,144,4860,4
37,86,44,1703,5
38,139,94,7056,6
39,87,150,4959,5
40,81,145,8692,8
41,153,106,6326,7
