ID,WIDTH,HEIGHT,PROFIT,COPIES
0,104,192,14377,3
1,123,101,6957,7
2,56,298,11515,2
3,106,220,10494,4
4,32,189,3811,5
5,100,336,9744,6
6,44,211,3714,4
7,82,359,8243,8
8,28,190,1916,3
9,143,149,8310,5
10,29,295,2738,8
11,88,66,1801,8
12,84,329,10226,5
13,102,294,19193,6
14,52,349,8349,1
15,130,185,10101,7
16,35,362,4562,2
17,79,231,7483,8
18,122,55,2550,1
19,100,208,6449,3
20,75,184,5658,7
21,70,255,11603,5
22,116,136,4576,2
23,35,76,1570,2
24,142,355,24701,4
25,101,89,4315,9
26,39,313,6958,8
27,19,65,359,9
28,62,49,1550,9
29,122,46,1516,9
30,45,148,2198,6
31,61,339,9926,5
32,68,148,4630,5
33,20,272,3536,7
34,72,207,7751,6
35,119,192,6398,9
36,58,230,4936,4
37,142,302,27446,3
38,110,333,16118,3
39,112,171,9193,7
40,118,52,2762,9
41,48,221,7002,1
42,90,170,5203,9
43,63,353,11565,1
44,31,78,1524,2
45,37,227,5124,7
46,31,326,4649,5
47,115,222,16850,5
48,51,66,2020,5
