ID,WIDTH,HEIGHT,PROFIT,COPIES
0,21,121,1703,7
1,29,133,965,5
2,39,55,665,4
3,21,208,2097,4
4,16,192,1844,5
5,51,117,2626,1
6,18,108,1439,3
7,40,228,4652,6
8,74,66,2149,5
9,74,131,3781,6
10,59,228,9820,6
11,12,208,1348,1
12,23,103,1185,2
13,66,168,4214,4
14,25,49,564,3
15,25,63,646,4
16,13,155,665,4
17,52,96,2796,1
18,72,177,5098,2
19,61,56,1333,8
20,58,93,1781,3
21,60,195,6786,6
22,59,87,1900,7
23,9,108,243,6
24,47,143,1882,2
25,55,62,2081,7
26,22,77,1102,7
27,66,132,3050,3
28,13,198,1133,9
29,21,161,1488,6
30,44,173,3502,8
31,21,160,2218,8
32,13,147,1071,3
