ID,WIDTH,HEIGHT,PROFIT,COPIES
0,67,47,1323,5
1,61,48,791,2
2,38,16,165,7
3,78,16,737,3
4,265,12,2099,1
5,176,14,1528,1
6,46,26,515,2
7,59,30,1080,4
8,67,34,1390,9
9,267,36,6729,2
10,111,34,1737,2
11,270,28,3856,3
12,165,51,4881,3
13,177,11,585,1
14,100,41,2624,8
15,78,53,2729,9
16,118,10,661,6
17,146,31,1223,8
18,259,17,1674,3
19,39,50,605,8
20,179,21,2143,5
21,250,47,3291,4
22,164,43,3597,2
23,140,24,1714,2
24,245,20,2156,6
25,65,18,773,4
26,71,33,1359,8
27,185,42,2642,3
28,245,22,3612,6
29,257,22,4071,7
30,102,29,2101,4
31,184,44,2186,7
32,57,24,944,6
33,99,10,525,2
34,162,11,660,5
35,263,46,5445,6
36,127,16,1423,9
37,250,15,1051,8
38,84,54,3176,9
39,96,47,2482,2
40,190,34,3166,7
41,34,6,115,3
42,258,34,2895,7
43,253,36,4828,6
44,134,20,1984,3
45,223,42,6369,8
46,107,33,2402,9
47,190,48,4469,6
48,150,23,1104,2
49,77,36,1303,7
50,150,46,2071,9
51,83,20,781,6
52,165,10,1056,7
53,122,50,3722,9
54,237,37,5613,6
55,248,47,8626,3
