ID,WIDTH,HEIGHT
0,185,516
1,660,263
2,640,261
3,400,112
4,354,434
5,524,553
6,509,179
7,113,786
8,521,586
9,308,787
10,225,180
11,526,137
12,658,741
13,312,591
14,535,780
15,382,702
16,109,816
17,523,770
18,132,683
19,197,571
20,594,605
21,101,105
22,414,156
23,575,432
24,426,237
25,379,207
26,288,763
27,523,366
28,441,628
29,255,110
30,339,695
31,456,309
32,554,285
33,360,399
34,565,351
35,508,506
36,423,151
37,205,729
38,446,602
39,612,507
40,103,405
41,599,290
42,194,316
43,567,354
44,124,186
45,205,458
46,233,482
47,114,309
48,387,247
49,299,128
50,109,269
51,181,576
52,244,486
53,160,565
