ID,WIDTH,HEIGHT,PROFIT,COPIES
0,96,12,3456,1
1,5,11,165,1
2,78,63,9828,1
3,97,71,20661,1
4,43,92,7912,1
5,25,32,800,1
6,76,21,1596,1
7,55,82,9020,1
8,6,77,924,1
9,97,31,6014,1
10,89,58,15486,1
11,71,60,8520,1
12,89,49,4361,1
13,44,23,2024,1
14,29,48,1392,1
15,29,45,1305,1
16,90,43,7740,1
17,87,68,5916,1
18,30,88,2640,1
19,92,2,368,1
20,6,33,198,1
21,33,2,198,1
22,48,7,336,1
23,48,93,13392,1
24,69,53,3657,1
25,36,21,1512,1
26,19,95,5415,1
27,58,93,10788,1
28,99,8,792,1
29,17,48,816,1
30,16,46,2208,1
31,71,53,7526,1
32,98,5,1470,1
33,7,6,84,1
34,100,18,1800,1
35,64,55,3520,1
36,84,35,8820,1
37,12,21,756,1
38,25,16,800,1
39,11,96,3168,1
40,64,88,16896,1
41,24,21,1512,1
42,48,100,14400,1
43,28,33,924,1
44,100,29,2900,1
45,75,93,6975,1
46,24,92,6624,1
47,50,96,9600,1
48,46,17,782,1
49,95,11,1045,1
