ID,WIDTH,HEIGHT,PROFIT,COPIES
0,12,8,96,1
1,37,44,1628,1
2,21,11,462,1
3,31,15,465,1
4,17,38,646,1
5,47,11,1034,1
6,37,21,2331,1
7,25,9,450,1
8,22,49,1078,1
9,12,78,1872,1
10,34,15,1530,1
11,42,37,3108,1
12,86,30,2580,1
13,11,23,759,1
14,4,44,528,1
15,5,19,285,1
16,3,11,99,1
17,89,28,4984,1
18,50,47,4700,1
19,19,34,1938,1
20,76,37,2812,1
21,18,9,162,1
22,41,91,11193,1
23,32,34,1088,1
24,50,39,5850,1
25,66,83,16434,1
26,12,81,1944,1
27,45,32,1440,1
28,92,57,10488,1
29,14,30,420,1
30,100,17,1700,1
31,76,70,5320,1
32,5,40,200,1
33,17,87,1479,1
34,41,9,738,1
35,22,11,726,1
36,34,20,680,1
37,24,43,3096,1
38,73,59,4307,1
39,27,42,2268,1
40,37,4,296,1
41,33,39,3861,1
42,45,50,2250,1
43,11,4,44,1
44,20,41,2460,1
45,79,7,1659,1
46,29,33,957,1
47,43,11,473,1
48,25,17,850,1
49,46,19,2622,1
50,20,29,580,1
51,30,47,1410,1
52,5,31,465,1
53,42,46,3864,1
54,40,36,4320,1
55,3,45,135,1
56,13,79,2054,1
57,33,41,1353,1
58,12,38,456,1
59,12,29,348,1
60,32,35,2240,1
61,20,24,960,1
62,40,36,2880,1
63,49,25,3675,1
64,7,76,532,1
65,19,24,912,1
66,16,19,304,1
67,34,39,1326,1
68,26,8,208,1
69,16,28,448,1
70,33,18,1782,1
71,19,2,114,1
72,32,78,2496,1
73,3,19,57,1
74,35,50,1750,1
75,46,15,1380,1
76,77,40,3080,1
77,22,92,4048,1
78,5,19,285,1
79,11,92,2024,1
80,86,33,5676,1
81,23,20,460,1
82,76,40,6080,1
83,86,68,11696,1
84,84,94,23688,1
85,48,10,960,1
86,32,31,2976,1
87,33,2,198,1
88,10,5,150,1
89,47,47,4418,1
90,14,16,448,1
91,38,49,3724,1
92,18,77,2772,1
93,38,20,760,1
94,60,70,4200,1
95,39,29,1131,1
96,92,79,14536,1
97,46,10,460,1
98,35,31,1085,1
99,49,45,4410,1
100,11,27,297,1
101,6,16,96,1
102,44,38,1672,1
103,21,32,672,1
104,84,63,15876,1
105,41,29,2378,1
106,17,2,68,1
107,24,30,1440,1
108,92,46,12696,1
109,30,38,1140,1
110,9,45,1215,1
111,32,13,832,1
112,8,22,352,1
113,46,31,2852,1
114,70,91,6370,1
115,29,32,1856,1
116,6,78,468,1
117,14,21,294,1
118,43,18,1548,1
119,14,15,210,1
120,45,78,7020,1
121,44,5,440,1
122,47,40,1880,1
123,15,37,555,1
124,39,84,6552,1
125,32,21,672,1
126,25,2,150,1
127,16,30,1440,1
128,18,34,1224,1
129,30,46,1380,1
130,19,17,323,1
131,11,46,1518,1
132,14,18,252,1
133,24,44,3168,1
134,27,16,1296,1
135,34,30,2040,1
136,6,18,216,1
137,11,12,264,1
138,33,35,1155,1
139,40,85,6800,1
140,22,45,1980,1
141,74,78,11544,1
142,41,45,1845,1
143,3,99,594,1
144,47,43,2021,1
145,76,43,9804,1
146,92,5,1380,1
147,90,2,180,1
148,88,44,11616,1
149,78,5,780,1
150,24,23,1104,1
151,4,49,196,1
152,50,20,1000,1
153,42,44,3696,1
154,47,37,3478,1
155,89,42,11214,1
156,32,78,7488,1
157,24,20,960,1
158,34,13,442,1
159,14,3,126,1
160,8,18,432,1
161,8,7,56,1
162,46,41,1886,1
163,3,15,90,1
164,13,17,663,1
165,34,45,1530,1
166,21,50,2100,1
167,42,4,504,1
168,43,38,4902,1
169,19,21,399,1
170,16,8,128,1
171,8,38,608,1
172,37,96,3552,1
173,2,49,98,1
174,12,42,1512,1
175,25,17,1275,1
176,14,83,1162,1
177,65,88,11440,1
178,48,17,1632,1
179,47,9,423,1
180,16,19,608,1
181,29,8,464,1
182,66,85,5610,1
183,89,13,1157,1
184,36,81,5832,1
185,40,35,2800,1
186,90,89,24030,1
187,37,8,592,1
188,34,15,1020,1
189,26,22,1716,1
190,43,49,6321,1
191,20,27,1620,1
192,47,16,2256,1
193,2,47,188,1
194,17,43,2193,1
195,11,89,1958,1
196,85,30,7650,1
197,18,37,666,1
198,41,7,861,1
199,27,3,81,1
200,46,38,5244,1
201,84,29,7308,1
202,2,38,152,1
203,4,19,152,1
204,27,21,567,1
205,21,37,777,1
206,35,43,3010,1
207,22,26,1144,1
208,20,14,560,1
209,12,49,1176,1
210,26,15,1170,1
211,79,13,3081,1
212,40,36,1440,1
213,42,34,4284,1
214,38,31,1178,1
215,17,35,1785,1
216,17,39,663,1
217,3,8,72,1
218,24,33,2376,1
219,53,65,6890,1
220,45,22,1980,1
