ID,WIDTH,HEIGHT,PROFIT,COPIES
0,10,82,1640,1
1,10,89,1780,1
2,19,72,4104,1
3,21,88,5544,1
4,12,94,3384,1
5,7,81,567,1
6,27,94,7614,1
7,14,94,3948,1
8,33,87,8613,1
9,27,84,2268,1
10,6,89,1602,1
11,8,97,2328,1
12,2,93,186,1
13,24,69,1656,1
14,26,76,3952,1
15,26,67,5226,1
16,33,85,5610,1
17,9,86,1548,1
18,6,80,1440,1
19,6,93,1674,1
20,9,67,603,1
21,14,73,1022,1
22,5,67,335,1
23,18,81,1458,1
24,10,82,2460,1
25,21,96,6048,1
26,33,75,7425,1
27,18,99,1782,1
28,31,78,4836,1
29,25,77,3850,1
30,32,88,8448,1
31,26,81,2106,1
32,29,100,8700,1
33,6,90,1620,1
34,14,78,2184,1
35,8,72,1728,1
36,31,91,8463,1
37,28,67,3752,1
38,31,69,4278,1
39,1,93,279,1
40,2,88,528,1
41,20,85,5100,1
42,11,66,1452,1
43,6,68,408,1
44,24,85,4080,1
45,32,93,5952,1
46,33,91,9009,1
47,13,78,1014,1
48,25,82,2050,1
49,6,73,1314,1
50,7,85,1190,1
51,30,67,6030,1
52,24,90,4320,1
53,3,69,621,1
54,33,98,3234,1
55,6,98,1764,1
56,4,94,752,1
57,4,76,608,1
58,6,90,1620,1
59,3,74,222,1
60,10,70,1400,1
61,28,86,2408,1
62,11,78,1716,1
63,28,81,6804,1
64,29,84,7308,1
65,13,76,2964,1
66,11,70,2310,1
67,33,91,3003,1
68,1,100,200,1
69,18,93,5022,1
70,1,72,216,1
71,29,92,5336,1
72,5,66,330,1
73,14,70,980,1
74,16,90,2880,1
75,6,77,1386,1
76,32,90,5760,1
77,33,96,9504,1
78,5,75,1125,1
79,1,71,71,1
80,4,72,864,1
81,16,73,3504,1
82,1,88,264,1
83,17,96,4896,1
84,9,73,657,1
85,32,94,3008,1
86,6,68,816,1
87,3,66,198,1
88,27,87,4698,1
89,29,80,4640,1
90,17,84,1428,1
91,9,69,1242,1
92,12,88,2112,1
93,28,84,2352,1
94,32,86,5504,1
95,25,74,1850,1
96,29,97,8439,1
97,22,94,2068,1
98,5,73,365,1
99,4,80,640,1
