ID,WIDTH,HEIGHT,PROFIT,COPIES
0,10,82,2460,1
1,10,89,890,1
2,19,72,1368,1
3,21,88,5544,1
4,12,94,3384,1
5,7,81,1701,1
6,27,94,5076,1
7,14,94,1316,1
8,33,87,5742,1
9,27,84,2268,1
10,6,89,1068,1
11,8,97,1552,1
12,2,93,558,1
13,24,69,4968,1
14,26,76,5928,1
15,26,67,3484,1
16,33,85,5610,1
17,9,86,774,1
18,6,80,1440,1
19,6,93,1674,1
20,9,67,603,1
21,14,73,3066,1
22,5,67,670,1
23,18,81,2916,1
24,10,82,2460,1
25,21,96,6048,1
26,33,75,2475,1
27,18,99,3564,1
28,31,78,7254,1
29,25,77,5775,1
30,32,88,8448,1
31,26,81,6318,1
32,29,100,8700,1
33,6,90,1620,1
34,14,78,1092,1
35,8,72,576,1
36,31,91,8463,1
37,28,67,5628,1
38,31,69,2139,1
39,1,93,279,1
40,2,88,176,1
41,20,85,5100,1
42,11,66,2178,1
43,6,68,816,1
44,24,85,2040,1
45,32,93,8928,1
46,33,91,6006,1
47,13,78,1014,1
48,25,82,2050,1
49,6,73,438,1
