ID,WIDTH,HEIGHT,PROFIT,COPIES
0,6,26,176,1
1,15,27,425,1
2,4,24,116,1
3,5,29,165,1
4,28,25,720,1
5,3,31,113,1
6,2,12,44,1
7,7,6,62,1
8,1,29,49,1
9,14,7,118,1
10,5,7,55,1
11,4,27,128,1
12,21,19,419,1
13,18,12,236,1
14,10,3,50,1
15,7,9,83,1
16,32,28,916,1
17,13,22,306,1
18,21,8,188,1
19,13,33,449,1
20,6,26,176,1
21,15,27,425,1
22,4,24,116,1
23,5,29,165,1
24,28,25,720,1
25,3,31,113,1
26,2,12,44,1
27,7,6,62,1
28,1,29,49,1
29,14,7,118,1
30,5,7,55,1
31,4,27,128,1
32,21,19,419,1
33,18,12,236,1
34,10,3,50,1
35,7,9,83,1
36,32,28,916,1
37,13,22,306,1
38,21,8,188,1
39,13,33,449,1
40,6,26,176,1
41,15,27,425,1
42,4,24,116,1
43,5,29,165,1
44,28,25,720,1
45,3,31,113,1
46,2,12,44,1
47,7,6,62,1
48,1,29,49,1
49,14,7,118,1
50,5,7,55,1
51,4,27,128,1
52,21,19,419,1
53,18,12,236,1
54,10,3,50,1
55,7,9,83,1
56,32,28,916,1
57,13,22,306,1
58,21,8,188,1
59,13,33,449,1
60,6,26,176,1
61,15,27,425,1
62,4,24,116,1
63,5,29,165,1
64,28,25,720,1
65,3,31,113,1
66,2,12,44,1
67,7,6,62,1
68,1,29,49,1
69,14,7,118,1
70,5,7,55,1
71,4,27,128,1
72,21,19,419,1
73,18,12,236,1
74,10,3,50,1
75,7,9,83,1
76,32,28,916,1
77,13,22,306,1
78,21,8,188,1
79,13,33,449,1
80,6,26,176,1
81,15,27,425,1
82,4,24,116,1
83,5,29,165,1
84,28,25,720,1
85,3,31,113,1
86,2,12,44,1
87,7,6,62,1
88,1,29,49,1
89,14,7,118,1
90,5,7,55,1
91,4,27,128,1
92,21,19,419,1
93,18,12,236,1
94,10,3,50,1
95,7,9,83,1
96,32,28,916,1
97,13,22,306,1
98,21,8,188,1
99,13,33,449,1
100,6,26,176,1
101,15,27,425,1
102,4,24,116,1
103,5,29,165,1
104,28,25,720,1
105,3,31,113,1
106,2,12,44,1
107,7,6,62,1
108,1,29,49,1
109,14,7,118,1
110,5,7,55,1
111,4,27,128,1
112,21,19,419,1
113,18,12,236,1
114,10,3,50,1
115,7,9,83,1
116,32,28,916,1
117,13,22,306,1
118,21,8,188,1
119,13,33,449,1
120,6,26,176,1
121,15,27,425,1
122,4,24,116,1
123,5,29,165,1
124,28,25,720,1
125,3,31,113,1
126,2,12,44,1
127,7,6,62,1
128,1,29,49,1
129,14,7,118,1
130,5,7,55,1
131,4,27,128,1
132,21,19,419,1
133,18,12,236,1
134,10,3,50,1
135,7,9,83,1
136,32,28,916,1
137,13,22,306,1
138,21,8,188,1
139,13,33,449,1
140,6,26,176,1
141,15,27,425,1
142,4,24,116,1
143,5,29,165,1
144,28,25,720,1
145,3,31,113,1
146,2,12,44,1
147,7,6,62,1
148,1,29,49,1
149,14,7,118,1
150,5,7,55,1
151,4,27,128,1
152,21,19,419,1
153,18,12,236,1
154,10,3,50,1
155,7,9,83,1
156,32,28,916,1
157,13,22,306,1
158,21,8,188,1
159,13,33,449,1
160,6,26,176,1
161,15,27,425,1
162,4,24,116,1
163,5,29,165,1
164,28,25,720,1
165,3,31,113,1
166,2,12,44,1
167,7,6,62,1
168,1,29,49,1
169,14,7,118,1
170,5,7,55,1
171,4,27,128,1
172,21,19,419,1
173,18,12,236,1
174,10,3,50,1
175,7,9,83,1
176,32,28,916,1
177,13,22,306,1
178,21,8,188,1
179,13,33,449,1
180,6,26,176,1
181,15,27,425,1
182,4,24,116,1
183,5,29,165,1
184,28,25,720,1
185,3,31,113,1
186,2,12,44,1
187,7,6,62,1
188,1,29,49,1
189,14,7,118,1
190,5,7,55,1
191,4,27,128,1
192,21,19,419,1
193,18,12,236,1
194,10,3,50,1
195,7,9,83,1
196,32,28,916,1
197,13,22,306,1
198,21,8,188,1
199,13,33,449,1
