ID,WIDTH,HEIGHT,PROFIT,COPIES
0,10,82,840,1
1,10,89,910,1
2,19,72,1388,1
3,21,88,1868,1
4,12,94,1148,1
5,7,81,587,1
6,27,94,2558,1
7,14,94,1336,1
8,33,87,2891,1
9,27,84,2288,1
10,6,89,554,1
11,8,97,796,1
12,2,93,206,1
13,24,69,1676,1
14,26,76,1996,1
15,26,67,1762,1
16,33,85,2825,1
17,9,86,794,1
18,6,80,500,1
19,6,93,578,1
20,9,67,623,1
21,14,73,1042,1
22,5,67,355,1
23,18,81,1478,1
24,10,82,840,1
25,21,96,2036,1
26,33,75,2495,1
27,18,99,1802,1
28,31,78,2438,1
29,25,77,1945,1
30,32,88,2836,1
31,26,81,2126,1
32,29,100,2920,1
33,6,90,560,1
34,14,78,1112,1
35,8,72,596,1
36,31,91,2841,1
37,28,67,1896,1
38,31,69,2159,1
39,1,93,113,1
40,2,88,196,1
41,20,85,1720,1
42,11,66,746,1
43,6,68,428,1
44,24,85,2060,1
45,32,93,2996,1
46,33,91,3023,1
47,13,78,1034,1
48,25,82,2070,1
49,6,73,458,1
50,7,85,615,1
51,30,67,2030,1
52,24,90,2180,1
53,3,69,227,1
54,33,98,3254,1
55,6,98,608,1
56,4,94,396,1
57,4,76,324,1
58,6,90,560,1
59,3,74,242,1
60,10,70,720,1
61,28,86,2428,1
62,11,78,878,1
63,28,81,2288,1
64,29,84,2456,1
65,13,76,1008,1
66,11,70,790,1
67,33,91,3023,1
68,1,100,120,1
69,18,93,1694,1
70,1,72,92,1
71,29,92,2688,1
72,5,66,350,1
73,14,70,1000,1
74,16,90,1460,1
75,6,77,482,1
76,32,90,2900,1
77,33,96,3188,1
78,5,75,395,1
79,1,71,91,1
80,4,72,308,1
81,16,73,1188,1
82,1,88,108,1
83,17,96,1652,1
84,9,73,677,1
85,32,94,3028,1
86,6,68,428,1
87,3,66,218,1
88,27,87,2369,1
89,29,80,2340,1
90,17,84,1448,1
91,9,69,641,1
92,12,88,1076,1
93,28,84,2372,1
94,32,86,2772,1
95,25,74,1870,1
96,29,97,2833,1
97,22,94,2088,1
98,5,73,385,1
99,4,80,340,1
100,4,71,304,1
101,22,89,1978,1
102,24,87,2108,1
103,4,81,344,1
104,20,69,1400,1
105,17,90,1550,1
106,22,85,1890,1
107,26,96,2516,1
108,20,79,1600,1
109,26,100,2620,1
110,20,73,1480,1
111,15,78,1190,1
112,27,78,2126,1
113,15,68,1040,1
114,15,89,1355,1
115,18,68,1244,1
116,17,99,1703,1
117,5,94,490,1
118,5,94,490,1
119,7,74,538,1
120,12,79,968,1
121,22,80,1780,1
122,16,96,1556,1
123,2,94,208,1
124,4,79,336,1
125,13,90,1190,1
126,3,79,257,1
127,27,88,2396,1
128,4,96,404,1
129,2,92,204,1
130,14,83,1182,1
131,11,84,944,1
132,7,73,531,1
133,2,72,164,1
134,17,94,1618,1
135,32,70,2260,1
136,17,97,1669,1
137,2,68,156,1
138,16,75,1220,1
139,26,79,2074,1
140,1,99,119,1
141,19,71,1369,1
142,20,83,1680,1
143,3,93,299,1
144,7,85,615,1
145,28,67,1896,1
146,18,96,1748,1
147,3,93,299,1
148,26,96,2516,1
149,4,98,412,1
150,4,95,400,1
151,20,90,1820,1
152,14,84,1196,1
153,26,67,1762,1
154,32,93,2996,1
155,13,90,1190,1
156,7,68,496,1
157,2,93,206,1
158,7,100,720,1
159,13,89,1177,1
160,1,81,101,1
161,3,77,251,1
162,27,99,2693,1
163,12,100,1220,1
164,22,84,1868,1
165,4,71,304,1
166,4,99,416,1
167,12,88,1076,1
168,3,84,272,1
169,18,69,1262,1
170,11,95,1065,1
171,14,93,1322,1
172,25,81,2045,1
173,5,79,415,1
174,9,92,848,1
175,29,68,1992,1
176,13,100,1320,1
177,15,67,1025,1
178,23,68,1584,1
179,14,71,1014,1
180,12,81,992,1
181,13,85,1125,1
182,15,82,1250,1
183,5,82,430,1
184,7,100,720,1
185,27,84,2288,1
186,11,76,856,1
187,1,83,103,1
188,26,74,1944,1
189,28,76,2148,1
190,33,98,3254,1
191,1,68,88,1
192,5,91,475,1
193,24,96,2324,1
194,6,93,578,1
195,4,81,344,1
196,17,91,1567,1
197,23,72,1676,1
198,1,87,107,1
199,24,100,2420,1
