ID,WIDTH,HEIGHT,PROFIT,COPIES
0,70,98,6880,1
1,95,71,6765,1
2,79,90,7130,1
3,81,90,7310,1
4,89,82,7318,1
5,98,67,6586,1
6,72,99,7148,1
7,100,88,8820,1
8,81,97,7877,1
9,71,82,5842,1
10,72,97,7004,1
11,70,68,4780,1
12,82,88,7236,1
13,78,90,7040,1
14,75,75,5645,1
15,70,76,5340,1
16,96,67,6452,1
17,91,79,7209,1
18,75,98,7370,1
19,94,71,6694,1
20,70,98,6880,1
21,95,71,6765,1
22,79,90,7130,1
23,81,90,7310,1
24,89,82,7318,1
25,98,67,6586,1
26,72,99,7148,1
27,100,88,8820,1
28,81,97,7877,1
29,71,82,5842,1
30,72,97,7004,1
31,70,68,4780,1
32,82,88,7236,1
33,78,90,7040,1
34,75,75,5645,1
35,70,76,5340,1
36,96,67,6452,1
37,91,79,7209,1
38,75,98,7370,1
39,94,71,6694,1
40,70,98,6880,1
41,95,71,6765,1
42,79,90,7130,1
43,81,90,7310,1
44,89,82,7318,1
45,98,67,6586,1
46,72,99,7148,1
47,100,88,8820,1
48,81,97,7877,1
49,71,82,5842,1
50,72,97,7004,1
51,70,68,4780,1
52,82,88,7236,1
53,78,90,7040,1
54,75,75,5645,1
55,70,76,5340,1
56,96,67,6452,1
57,91,79,7209,1
58,75,98,7370,1
59,94,71,6694,1
60,70,98,6880,1
61,95,71,6765,1
62,79,90,7130,1
63,81,90,7310,1
64,89,82,7318,1
65,98,67,6586,1
66,72,99,7148,1
67,100,88,8820,1
68,81,97,7877,1
69,71,82,5842,1
70,72,97,7004,1
71,70,68,4780,1
72,82,88,7236,1
73,78,90,7040,1
74,75,75,5645,1
75,70,76,5340,1
76,96,67,6452,1
77,91,79,7209,1
78,75,98,7370,1
79,94,71,6694,1
80,70,98,6880,1
81,95,71,6765,1
82,79,90,7130,1
83,81,90,7310,1
84,89,82,7318,1
85,98,67,6586,1
86,72,99,7148,1
87,100,88,8820,1
88,81,97,7877,1
89,71,82,5842,1
90,72,97,7004,1
91,70,68,4780,1
92,82,88,7236,1
93,78,90,7040,1
94,75,75,5645,1
95,70,76,5340,1
96,96,67,6452,1
97,91,79,7209,1
98,75,98,7370,1
99,94,71,6694,1
