ID,WIDTH,HEIGHT,PROFIT,COPIES
0,84,7,588,1
1,76,2,152,1
2,98,28,8232,1
3,87,2,348,1
4,85,12,3060,1
5,98,31,9114,1
6,73,9,657,1
7,92,6,1104,1
8,92,33,6072,1
9,67,9,1809,1
10,82,5,1230,1
11,83,33,2739,1
12,97,3,582,1
13,77,19,2926,1
14,93,5,1395,1
15,83,32,2656,1
16,93,9,1674,1
17,75,18,4050,1
18,77,9,693,1
19,69,31,4278,1
20,84,29,7308,1
21,76,16,3648,1
22,96,7,672,1
23,76,23,1748,1
24,86,8,1376,1
25,97,12,1164,1
26,70,5,1050,1
27,79,22,1738,1
28,84,20,5040,1
29,69,25,3450,1
30,93,21,3906,1
31,83,17,2822,1
32,67,21,1407,1
33,96,16,3072,1
34,89,14,3738,1
35,81,25,6075,1
36,98,26,5096,1
37,72,27,3888,1
38,89,20,3560,1
39,94,18,1692,1
40,93,26,4836,1
41,68,5,340,1
42,95,22,2090,1
43,100,27,5400,1
44,75,13,1950,1
45,95,24,6840,1
46,73,30,4380,1
47,94,23,2162,1
48,98,21,4116,1
49,84,19,1596,1
50,78,26,4056,1
51,75,2,150,1
52,79,5,395,1
53,79,13,1027,1
54,78,2,468,1
55,98,14,1372,1
56,91,9,1638,1
57,98,3,588,1
58,87,8,1392,1
59,77,29,2233,1
60,78,15,1170,1
61,72,19,4104,1
62,67,1,67,1
63,76,7,1596,1
64,86,3,516,1
65,98,2,588,1
66,77,28,6468,1
67,87,5,435,1
68,76,16,2432,1
69,75,22,3300,1
70,74,31,6882,1
71,80,12,1920,1
72,76,32,7296,1
73,78,18,1404,1
74,83,14,2324,1
75,72,24,5184,1
76,94,29,2726,1
77,73,27,3942,1
78,88,24,4224,1
79,92,25,4600,1
80,74,12,1776,1
81,77,1,231,1
82,77,9,2079,1
83,79,14,3318,1
84,84,32,2688,1
85,75,29,4350,1
86,75,14,3150,1
87,79,7,1106,1
88,67,4,536,1
89,84,17,4284,1
90,70,32,4480,1
91,71,15,3195,1
92,77,29,2233,1
93,80,2,480,1
94,90,17,1530,1
95,94,4,1128,1
96,90,8,2160,1
97,94,31,8742,1
98,86,31,5332,1
99,74,27,5994,1
