ID,WIDTH,HEIGHT,PROFIT,COPIES
0,6,26,176,1
1,15,27,425,1
2,4,24,116,1
3,5,29,165,1
4,28,25,720,1
5,3,31,113,1
6,2,12,44,1
7,7,6,62,1
8,1,29,49,1
9,14,7,118,1
10,5,7,55,1
11,4,27,128,1
12,21,19,419,1
13,18,12,236,1
14,10,3,50,1
15,7,9,83,1
16,32,28,916,1
17,13,22,306,1
18,21,8,188,1
19,13,33,449,1
20,22,28,636,1
21,19,20,400,1
22,7,1,27,1
23,31,13,423,1
24,7,7,69,1
25,3,17,71,1
26,31,28,888,1
27,15,15,245,1
28,16,18,308,1
29,15,31,485,1
30,2,32,84,1
31,14,2,48,1
32,12,3,56,1
33,31,1,51,1
34,30,12,380,1
35,2,9,38,1
36,6,6,56,1
37,18,31,578,1
38,12,28,356,1
39,29,8,252,1
40,4,29,136,1
41,17,26,462,1
42,9,26,254,1
43,8,19,172,1
44,24,25,620,1
45,11,3,53,1
46,4,25,120,1
47,17,25,445,1
48,31,10,330,1
49,1,28,48,1
