ID,WIDTH,HEIGHT,PROFIT,COPIES
0,84,7,1176,1
1,76,2,456,1
2,98,28,2744,1
3,87,2,348,1
4,85,12,3060,1
5,98,31,6076,1
6,73,9,1314,1
7,92,6,552,1
8,92,33,3036,1
9,67,9,1206,1
10,82,5,820,1
11,83,33,5478,1
12,97,3,873,1
13,77,19,4389,1
14,93,5,1395,1
15,83,32,2656,1
16,93,9,1674,1
17,75,18,2700,1
18,77,9,1386,1
19,69,31,4278,1
20,84,7,1176,1
21,76,2,456,1
22,98,28,2744,1
23,87,2,348,1
24,85,12,3060,1
25,98,31,6076,1
26,73,9,1314,1
27,92,6,552,1
28,92,33,3036,1
29,67,9,1206,1
30,82,5,820,1
31,83,33,5478,1
32,97,3,873,1
33,77,19,4389,1
34,93,5,1395,1
35,83,32,2656,1
36,93,9,1674,1
37,75,18,2700,1
38,77,9,1386,1
39,69,31,4278,1
40,84,7,1176,1
41,76,2,456,1
42,98,28,2744,1
43,87,2,348,1
44,85,12,3060,1
45,98,31,6076,1
46,73,9,1314,1
47,92,6,552,1
48,92,33,3036,1
49,67,9,1206,1
50,82,5,820,1
51,83,33,5478,1
52,97,3,873,1
53,77,19,4389,1
54,93,5,1395,1
55,83,32,2656,1
56,93,9,1674,1
57,75,18,2700,1
58,77,9,1386,1
59,69,31,4278,1
60,84,7,1176,1
61,76,2,456,1
62,98,28,2744,1
63,87,2,348,1
64,85,12,3060,1
65,98,31,6076,1
66,73,9,1314,1
67,92,6,552,1
68,92,33,3036,1
69,67,9,1206,1
70,82,5,820,1
71,83,33,5478,1
72,97,3,873,1
73,77,19,4389,1
74,93,5,1395,1
75,83,32,2656,1
76,93,9,1674,1
77,75,18,2700,1
78,77,9,1386,1
79,69,31,4278,1
80,84,7,1176,1
81,76,2,456,1
82,98,28,2744,1
83,87,2,348,1
84,85,12,3060,1
85,98,31,6076,1
86,73,9,1314,1
87,92,6,552,1
88,92,33,3036,1
89,67,9,1206,1
90,82,5,820,1
91,83,33,5478,1
92,97,3,873,1
93,77,19,4389,1
94,93,5,1395,1
95,83,32,2656,1
96,93,9,1674,1
97,75,18,2700,1
98,77,9,1386,1
99,69,31,4278,1
100,84,7,1176,1
101,76,2,456,1
102,98,28,2744,1
103,87,2,348,1
104,85,12,3060,1
105,98,31,6076,1
106,73,9,1314,1
107,92,6,552,1
108,92,33,3036,1
109,67,9,1206,1
110,82,5,820,1
111,83,33,5478,1
112,97,3,873,1
113,77,19,4389,1
114,93,5,1395,1
115,83,32,2656,1
116,93,9,1674,1
117,75,18,2700,1
118,77,9,1386,1
119,69,31,4278,1
120,84,7,1176,1
121,76,2,456,1
122,98,28,2744,1
123,87,2,348,1
124,85,12,3060,1
125,98,31,6076,1
126,73,9,1314,1
127,92,6,552,1
128,92,33,3036,1
129,67,9,1206,1
130,82,5,820,1
131,83,33,5478,1
132,97,3,873,1
133,77,19,4389,1
134,93,5,1395,1
135,83,32,2656,1
136,93,9,1674,1
137,75,18,2700,1
138,77,9,1386,1
139,69,31,4278,1
140,84,7,1176,1
141,76,2,456,1
142,98,28,2744,1
143,87,2,348,1
144,85,12,3060,1
145,98,31,6076,1
146,73,9,1314,1
147,92,6,552,1
148,92,33,3036,1
149,67,9,1206,1
150,82,5,820,1
151,83,33,5478,1
152,97,3,873,1
153,77,19,4389,1
154,93,5,1395,1
155,83,32,2656,1
156,93,9,1674,1
157,75,18,2700,1
158,77,9,1386,1
159,69,31,4278,1
160,84,7,1176,1
161,76,2,456,1
162,98,28,2744,1
163,87,2,348,1
164,85,12,3060,1
165,98,31,6076,1
166,73,9,1314,1
167,92,6,552,1
168,92,33,3036,1
169,67,9,1206,1
170,82,5,820,1
171,83,33,5478,1
172,97,3,873,1
173,77,19,4389,1
174,93,5,1395,1
175,83,32,2656,1
176,93,9,1674,1
177,75,18,2700,1
178,77,9,1386,1
179,69,31,4278,1
180,84,7,1176,1
181,76,2,456,1
182,98,28,2744,1
183,87,2,348,1
184,85,12,3060,1
185,98,31,6076,1
186,73,9,1314,1
187,92,6,552,1
188,92,33,3036,1
189,67,9,1206,1
190,82,5,820,1
191,83,33,5478,1
192,97,3,873,1
193,77,19,4389,1
194,93,5,1395,1
195,83,32,2656,1
196,93,9,1674,1
197,75,18,2700,1
198,77,9,1386,1
199,69,31,4278,1
