ID,WIDTH,HEIGHT,PROFIT,COPIES
0,9,3,54,1
1,17,14,238,1
2,25,16,800,1
3,1,8,16,1
4,27,6,486,1
5,33,11,363,1
6,28,4,336,1
7,23,20,460,1
8,32,13,416,1
9,4,3,36,1
10,26,32,832,1
11,30,24,1440,1
12,21,23,1449,1
13,12,30,360,1
14,16,4,64,1
15,27,5,270,1
16,20,13,520,1
17,23,21,966,1
18,30,18,540,1
19,29,9,261,1
20,33,16,528,1
21,17,7,238,1
22,21,26,546,1
23,3,18,54,1
24,24,2,144,1
25,5,4,40,1
26,18,30,540,1
27,9,29,261,1
28,31,19,1178,1
29,29,32,1856,1
30,4,5,20,1
31,14,7,98,1
32,29,19,1653,1
33,29,15,1305,1
34,28,12,1008,1
35,28,23,1932,1
36,28,33,924,1
37,3,20,180,1
38,21,27,1701,1
39,4,7,28,1
40,27,1,54,1
41,29,27,783,1
42,26,16,1248,1
43,31,19,1178,1
44,12,24,864,1
45,10,31,620,1
46,25,12,600,1
47,1,16,48,1
48,5,3,30,1
49,18,31,1116,1
