ID,WIDTH,HEIGHT,PROFIT,COPIES
0,71,71,5061,1
1,33,33,1109,1
2,40,40,1620,1
3,44,44,1956,1
4,85,85,7245,1
5,15,15,245,1
6,54,54,2936,1
7,84,84,7076,1
8,25,25,645,1
9,56,56,3156,1
10,39,39,1541,1
11,79,79,6261,1
12,41,41,1701,1
13,95,95,9045,1
14,9,9,101,1
15,48,48,2324,1
16,1,1,21,1
17,73,73,5349,1
18,5,5,45,1
19,35,35,1245,1
20,71,71,5061,1
21,33,33,1109,1
22,40,40,1620,1
23,44,44,1956,1
24,85,85,7245,1
25,15,15,245,1
26,54,54,2936,1
27,84,84,7076,1
28,25,25,645,1
29,56,56,3156,1
30,39,39,1541,1
31,79,79,6261,1
32,41,41,1701,1
33,95,95,9045,1
34,9,9,101,1
35,48,48,2324,1
36,1,1,21,1
37,73,73,5349,1
38,5,5,45,1
39,35,35,1245,1
40,71,71,5061,1
41,33,33,1109,1
42,40,40,1620,1
43,44,44,1956,1
44,85,85,7245,1
45,15,15,245,1
46,54,54,2936,1
47,84,84,7076,1
48,25,25,645,1
49,56,56,3156,1
