ID,WIDTH,HEIGHT,PROFIT,COPIES
0,89,94,16732,1
1,94,99,18612,1
2,88,92,8096,1
3,83,84,6972,1
4,95,70,6650,1
5,71,96,13632,1
6,97,78,22698,1
7,83,66,10956,1
8,85,85,21675,1
9,82,72,17712,1
10,78,92,21528,1
11,78,88,6864,1
12,83,86,7138,1
13,96,74,14208,1
14,91,89,8099,1
15,81,77,18711,1
16,87,95,24795,1
17,87,85,14790,1
18,71,99,7029,1
19,95,87,24795,1
20,83,68,5644,1
21,76,95,7220,1
22,88,98,8624,1
23,94,80,15040,1
24,91,88,16016,1
25,84,75,6300,1
26,93,97,27063,1
27,93,84,23436,1
28,66,70,13860,1
29,81,80,6480,1
