ID,WIDTH,HEIGHT,PROFIT,COPIES
0,10,82,820,1
1,10,89,890,1
2,19,72,2736,1
3,21,88,3696,1
4,12,94,2256,1
5,7,81,567,1
6,27,94,5076,1
7,14,94,1316,1
8,33,87,5742,1
9,27,84,6804,1
10,6,89,1068,1
11,8,97,1552,1
12,2,93,372,1
13,24,69,4968,1
14,26,76,3952,1
15,26,67,1742,1
16,33,85,2805,1
17,9,86,1548,1
18,6,80,1440,1
19,6,93,1674,1
20,10,82,820,1
21,10,89,890,1
22,19,72,2736,1
23,21,88,3696,1
24,12,94,2256,1
25,7,81,567,1
26,27,94,5076,1
27,14,94,1316,1
28,33,87,5742,1
29,27,84,6804,1
30,6,89,1068,1
31,8,97,1552,1
32,2,93,372,1
33,24,69,4968,1
34,26,76,3952,1
35,26,67,1742,1
36,33,85,2805,1
37,9,86,1548,1
38,6,80,1440,1
39,6,93,1674,1
40,10,82,820,1
41,10,89,890,1
42,19,72,2736,1
43,21,88,3696,1
44,12,94,2256,1
45,7,81,567,1
46,27,94,5076,1
47,14,94,1316,1
48,33,87,5742,1
49,27,84,6804,1
50,6,89,1068,1
51,8,97,1552,1
52,2,93,372,1
53,24,69,4968,1
54,26,76,3952,1
55,26,67,1742,1
56,33,85,2805,1
57,9,86,1548,1
58,6,80,1440,1
59,6,93,1674,1
60,10,82,820,1
61,10,89,890,1
62,19,72,2736,1
63,21,88,3696,1
64,12,94,2256,1
65,7,81,567,1
66,27,94,5076,1
67,14,94,1316,1
68,33,87,5742,1
69,27,84,6804,1
70,6,89,1068,1
71,8,97,1552,1
72,2,93,372,1
73,24,69,4968,1
74,26,76,3952,1
75,26,67,1742,1
76,33,85,2805,1
77,9,86,1548,1
78,6,80,1440,1
79,6,93,1674,1
80,10,82,820,1
81,10,89,890,1
82,19,72,2736,1
83,21,88,3696,1
84,12,94,2256,1
85,7,81,567,1
86,27,94,5076,1
87,14,94,1316,1
88,33,87,5742,1
89,27,84,6804,1
90,6,89,1068,1
91,8,97,1552,1
92,2,93,372,1
93,24,69,4968,1
94,26,76,3952,1
95,26,67,1742,1
96,33,85,2805,1
97,9,86,1548,1
98,6,80,1440,1
99,6,93,1674,1
100,10,82,820,1
101,10,89,890,1
102,19,72,2736,1
103,21,88,3696,1
104,12,94,2256,1
105,7,81,567,1
106,27,94,5076,1
107,14,94,1316,1
108,33,87,5742,1
109,27,84,6804,1
110,6,89,1068,1
111,8,97,1552,1
112,2,93,372,1
113,24,69,4968,1
114,26,76,3952,1
115,26,67,1742,1
116,33,85,2805,1
117,9,86,1548,1
118,6,80,1440,1
119,6,93,1674,1
120,10,82,820,1
121,10,89,890,1
122,19,72,2736,1
123,21,88,3696,1
124,12,94,2256,1
125,7,81,567,1
126,27,94,5076,1
127,14,94,1316,1
128,33,87,5742,1
129,27,84,6804,1
130,6,89,1068,1
131,8,97,1552,1
132,2,93,372,1
133,24,69,4968,1
134,26,76,3952,1
135,26,67,1742,1
136,33,85,2805,1
137,9,86,1548,1
138,6,80,1440,1
139,6,93,1674,1
140,10,82,820,1
141,10,89,890,1
142,19,72,2736,1
143,21,88,3696,1
144,12,94,2256,1
145,7,81,567,1
146,27,94,5076,1
147,14,94,1316,1
148,33,87,5742,1
149,27,84,6804,1
150,6,89,1068,1
151,8,97,1552,1
152,2,93,372,1
153,24,69,4968,1
154,26,76,3952,1
155,26,67,1742,1
156,33,85,2805,1
157,9,86,1548,1
158,6,80,1440,1
159,6,93,1674,1
160,10,82,820,1
161,10,89,890,1
162,19,72,2736,1
163,21,88,3696,1
164,12,94,2256,1
165,7,81,567,1
166,27,94,5076,1
167,14,94,1316,1
168,33,87,5742,1
169,27,84,6804,1
170,6,89,1068,1
171,8,97,1552,1
172,2,93,372,1
173,24,69,4968,1
174,26,76,3952,1
175,26,67,1742,1
176,33,85,2805,1
177,9,86,1548,1
178,6,80,1440,1
179,6,93,1674,1
180,10,82,820,1
181,10,89,890,1
182,19,72,2736,1
183,21,88,3696,1
184,12,94,2256,1
185,7,81,567,1
186,27,94,5076,1
187,14,94,1316,1
188,33,87,5742,1
189,27,84,6804,1
190,6,89,1068,1
191,8,97,1552,1
192,2,93,372,1
193,24,69,4968,1
194,26,76,3952,1
195,26,67,1742,1
196,33,85,2805,1
197,9,86,1548,1
198,6,80,1440,1
199,6,93,1674,1
