ID,WIDTH,HEIGHT,PROFIT,COPIES
0,10,82,2460,1
1,10,89,1780,1
2,19,72,4104,1
3,21,88,5544,1
4,12,94,1128,1
5,7,81,1701,1
6,27,94,5076,1
7,14,94,2632,1
8,33,87,2871,1
9,27,84,2268,1
10,6,89,1602,1
11,8,97,776,1
12,2,93,372,1
13,24,69,4968,1
14,26,76,1976,1
15,26,67,5226,1
16,33,85,2805,1
17,9,86,1548,1
18,6,80,960,1
19,6,93,558,1
20,10,82,2460,1
21,10,89,1780,1
22,19,72,4104,1
23,21,88,5544,1
24,12,94,1128,1
25,7,81,1701,1
26,27,94,5076,1
27,14,94,2632,1
28,33,87,2871,1
29,27,84,2268,1
30,6,89,1602,1
31,8,97,776,1
32,2,93,372,1
33,24,69,4968,1
34,26,76,1976,1
35,26,67,5226,1
36,33,85,2805,1
37,9,86,1548,1
38,6,80,960,1
39,6,93,558,1
40,10,82,2460,1
41,10,89,1780,1
42,19,72,4104,1
43,21,88,5544,1
44,12,94,1128,1
45,7,81,1701,1
46,27,94,5076,1
47,14,94,2632,1
48,33,87,2871,1
49,27,84,2268,1
50,6,89,1602,1
51,8,97,776,1
52,2,93,372,1
53,24,69,4968,1
54,26,76,1976,1
55,26,67,5226,1
56,33,85,2805,1
57,9,86,1548,1
58,6,80,960,1
59,6,93,558,1
60,10,82,2460,1
61,10,89,1780,1
62,19,72,4104,1
63,21,88,5544,1
64,12,94,1128,1
65,7,81,1701,1
66,27,94,5076,1
67,14,94,2632,1
68,33,87,2871,1
69,27,84,2268,1
70,6,89,1602,1
71,8,97,776,1
72,2,93,372,1
73,24,69,4968,1
74,26,76,1976,1
75,26,67,5226,1
76,33,85,2805,1
77,9,86,1548,1
78,6,80,960,1
79,6,93,558,1
80,10,82,2460,1
81,10,89,1780,1
82,19,72,4104,1
83,21,88,5544,1
84,12,94,1128,1
85,7,81,1701,1
86,27,94,5076,1
87,14,94,2632,1
88,33,87,2871,1
89,27,84,2268,1
90,6,89,1602,1
91,8,97,776,1
92,2,93,372,1
93,24,69,4968,1
94,26,76,1976,1
95,26,67,5226,1
96,33,85,2805,1
97,9,86,1548,1
98,6,80,960,1
99,6,93,558,1
