ID,WIDTH,HEIGHT,PROFIT,COPIES
0,84,7,588,1
1,76,2,152,1
2,98,28,8232,1
3,87,2,348,1
4,85,12,2040,1
5,98,31,3038,1
6,73,9,1971,1
7,92,6,1656,1
8,92,33,3036,1
9,67,9,1809,1
10,82,5,820,1
11,83,33,5478,1
12,97,3,873,1
13,77,19,1463,1
14,93,5,465,1
15,83,32,7968,1
16,93,9,837,1
17,75,18,1350,1
18,77,9,2079,1
19,69,31,2139,1
20,84,7,588,1
21,76,2,152,1
22,98,28,8232,1
23,87,2,348,1
24,85,12,2040,1
25,98,31,3038,1
26,73,9,1971,1
27,92,6,1656,1
28,92,33,3036,1
29,67,9,1809,1
30,82,5,820,1
31,83,33,5478,1
32,97,3,873,1
33,77,19,1463,1
34,93,5,465,1
35,83,32,7968,1
36,93,9,837,1
37,75,18,1350,1
38,77,9,2079,1
39,69,31,2139,1
40,84,7,588,1
41,76,2,152,1
42,98,28,8232,1
43,87,2,348,1
44,85,12,2040,1
45,98,31,3038,1
46,73,9,1971,1
47,92,6,1656,1
48,92,33,3036,1
49,67,9,1809,1
50,82,5,820,1
51,83,33,5478,1
52,97,3,873,1
53,77,19,1463,1
54,93,5,465,1
55,83,32,7968,1
56,93,9,837,1
57,75,18,1350,1
58,77,9,2079,1
59,69,31,2139,1
60,84,7,588,1
61,76,2,152,1
62,98,28,8232,1
63,87,2,348,1
64,85,12,2040,1
65,98,31,3038,1
66,73,9,1971,1
67,92,6,1656,1
68,92,33,3036,1
69,67,9,1809,1
70,82,5,820,1
71,83,33,5478,1
72,97,3,873,1
73,77,19,1463,1
74,93,5,465,1
75,83,32,7968,1
76,93,9,837,1
77,75,18,1350,1
78,77,9,2079,1
79,69,31,2139,1
80,84,7,588,1
81,76,2,152,1
82,98,28,8232,1
83,87,2,348,1
84,85,12,2040,1
85,98,31,3038,1
86,73,9,1971,1
87,92,6,1656,1
88,92,33,3036,1
89,67,9,1809,1
90,82,5,820,1
91,83,33,5478,1
92,97,3,873,1
93,77,19,1463,1
94,93,5,465,1
95,83,32,7968,1
96,93,9,837,1
97,75,18,1350,1
98,77,9,2079,1
99,69,31,2139,1
